"URL de départ";"Fréquence";"Profondeur";"Typologie";"Type d'élections";"Niveau géographique";"Parti";"Candidat";"Autres mots clés";"Historique des URL"
"http://eld.europarl.eu.int";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://elections.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"Les Verts";;;
"http://elections.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Les Verts";;;
"http://embruns.net/actus_et_opinions/000224.html";"Une seule fois";"non disponible";;"régionales";"national";;;;
"http://embruns.net/actus_et_opinions/000224.html";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://enrages-nanterre.freeservers.com";"Une seule fois";"non disponible";;"régionales";"Île-de-France";;;;
"http://epp-ed.europarl.eu.int";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Européen";;;
"http://epp-ed.europarl.eu.int/rpr-europe";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"UMP";;;
"http://est.edefrance.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"Autre";;;
"http://europa.eu.int/comm/commissioners/barnier/index_fr.htm";"Avant scrutin et après scrutin";"non disponible";"Sites des candidats en campagne";"européennes";"national";"UMP";"Barnier Michel";;
"http://europemartinez.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"FN";;;
"http://eurosocialistes.canalblog.com";"Hebdomadaire";"non disponible";;"européennes";"national";"PS";;;
"http://fabricerestier.free.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"Autre";"Restier Fabrice";;
"http://fastrasbg.lautre.net";"Avant scrutin et après scrutin";"non disponible";;"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"Autre";;;
"http://fc.parti-federaliste.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Franche-Comté";"Parti régionaux";"Allenbach Jean-Philippe";;
"http://fc.parti-federaliste.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Franche-Comté";"Parti régionaux";"Allenbach Jean-Philippe";;
"http://fc.parti-federaliste.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Franche-Comté";"Parti régionaux";"Allenbach Jean-Philippe";;
"http://fede17.mjsfrance.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Poitou Charentes";"PS";;;
"http://fede17.mjsfrance.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Poitou Charentes";"PS";;;
"http://fers.elsass.free.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"Parti régionaux";;;
"http://fnseinesaintdenis.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"FN";;;
"http://fnseinesaintdenis.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"FN";;;
"http://fnsevran.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"FN";;;
"http://fnsevran.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"FN";;;
"http://fnvar.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"FN";;;
"http://fnvar.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"FN";;;
"http://fondatn7.alias.domicile.fr";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://forumlo.cjb.net";"Hebdomadaire";"non disponible";;"régionales";"national";"LO";;;
"http://forumlo.cjb.net";"Une seule fois";"non disponible";;"régionales";"national";"LO";;;
"http://forumlo.cjb.net";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";"LO";;;
"http://fpatriat.arkeon.com/www/";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Bourgogne";"Union Gauche";;;
"http://fr.federaleurope.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://fr.newsfutures.com/market/market.html?symbol=ELRRHOUD";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"Rhône-Alpes";;;;
"http://francebonapartiste.free.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";"Parti Souverainiste";;;
"http://francepolitique.free.fr";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
"http://francepolitique.free.fr";"Avant scrutin et après scrutin";"non disponible";"Annuaires, observatoires et analyses";"européennes";"national";;;;
"http://frankiz.breizh.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"Parti régionaux";;;
"http://frankiz.breizh.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"Parti régionaux";;;
"http://front67.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"FN";;;
"http://fuen.org/pages/france/f_1_2002.html";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://futurum2004.eun.org/ww/fr/pub/futurum2004";"Avant scrutin et après scrutin";"non disponible";"Sites officiels et institutionnels";"européennes";"national";;;;
"http://graddemocrate.free.fr";"Une seule fois";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"Parti régionaux";;;
"http://graddemocrate.free.fr";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"Parti régionaux";;;
"http://grcio.org.free.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://groups.msn.com/ho245uc0dp2b4j6641p4gmo103/ausujetdavecbayrou.msnw";"Une seule fois";"non disponible";;"régionales";"national";"UDF";;;
"http://guadeloupe.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"DOM-TOM";"Les Verts";"Durimel Harry";;
"http://guyane.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"DOM-TOM";"Les Verts";;;
"http://guyane.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"DOM-TOM";"Les Verts";"Wyngaarde Brigitte";;
"http://herrou.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Bretagne";"Les Verts";;;
"http://home.nordnet.fr/~jvlamon";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Nord Pas de Calais";;;;
"http://homepage.mac.com/philemon1/iblog/B680878810/index.html";"Une seule fois";"non disponible";;"régionales";"national";;;;
"http://homepage.mac.com/philemon1/iblog/B680878810/index.html";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://iaboc.free.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://idf.edefrance.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"Autre";;;
"http://idf.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"Les Verts";;;
"http://idf.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Les Verts";;;
"http://idf.parti-federaliste.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"Parti régionaux";;;
"http://idf.parti-federaliste.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Parti régionaux";;;
"http://ile-de-groix.info";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Bretagne";;;;
"http://initiative.federale.org/lce";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://inter-lgbt.france.qrd.org/spip/article.php3?id_article=233";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://islerbeguin.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"Les Verts";"Isler-Béguin Marie Anne";;
"http://jcr.lautre.net";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";;;;
"http://jcr.lautre.net";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://jcr33.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Aquitaine";;;;
"http://jcr33.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Aquitaine";;;;
"http://jcr45.lautre.net";"Hebdomadaire";"non disponible";;"régionales";"Centre";;;;
"http://jcr45.lautre.net";"Hebdomadaire";"non disponible";;"européennes";"Centre";;;;
"http://jcr57.org";"Hebdomadaire";"non disponible";;"régionales";"Lorraine";;;;
"http://jcr57.org";"Hebdomadaire";"non disponible";;"européennes";"Lorraine";;;;
"http://jeunes.udf.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"UDF";;;
"http://jeunes.udf.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"UDF";;;
"http://jeunes.udf.org/dc/index.htm";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"UDF";;;
"http://jeunes.udf31.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"UDF";;;
"http://jeunes.udf31.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Midi-Pyrénées";"UDF";;;
"http://jeunesencampagne.free.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";;;;
"http://jeunesudf91.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://jeunesudf91.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";;;
"http://jrdg.nexenservices.com/Accueil.htm";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"PRG";;;
"http://jrdg.nexenservices.com/Accueil.htm";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"PRG";;;
"http://lcr.saintdenis.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"LCR";;;
"http://lcr.saintdenis.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"LCR";;;
"http://lcr.vendee.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"LCR";"Defrance Hélène";;
"http://lcr18.lautre.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"LCR";;;
"http://lcr44.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Pays de la Loire";"LCR";;;
"http://lcr44.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Pays de la Loire";"LCR";;;
"http://lcr45.lautre.net";"Hebdomadaire";"non disponible";;"régionales";"Centre";"LCR";;;
"http://lcr45.lautre.net";"Hebdomadaire";"non disponible";;"européennes";"Centre";"LCR";;;
"http://lcr72.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"LCR";"Defrance Hélène";;
"http://lcrmassypalaiseau.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"LCR";;;
"http://lcrmassypalaiseau.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"LCR";;;
"http://les.verts.gannat.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Centre-Massif central (Auvergne, Centre, Limousin)";"Les Verts";;;
"http://lesverts.bethune.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://lesverts.eragny.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Les Verts";;;
"http://lesverts38.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"Les Verts";;;
"http://lesverts38.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"Les Verts";;;
"http://lesvertsbn.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Basse-Normandie";"Les Verts";;;
"http://lesvertsbn.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Basse-Normandie";"Les Verts";;;
"http://lesvertsbretagne.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"Les Verts";;;
"http://lesvertsbretagne.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"Les Verts";;;
"http://lesvertsdudouaisis.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://lesvertsparis8e9e.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"Les Verts";;;
"http://lesvertsparis8e9e.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Les Verts";;;
"http://lesverts-rennes.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Bretagne";"Les Verts";;;
"http://lesvertsvda.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"Les Verts";;;
"http://lesvertsvda.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"Les Verts";;;
"http://libris.grenet.fr/journalpes/jour2004";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"Rhône-Alpes";;;;
"http://libris.grenet.fr/journalpes/jour2004";"Avant scrutin et après scrutin";"non disponible";"Annuaires, observatoires et analyses";"européennes";"Rhône-Alpes";;;;
"http://licra.en-alsace.net";"Une seule fois";"non disponible";;"régionales";"Alsace";;;;
"http://ligerie.parti-federaliste.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"Parti régionaux";;;
"http://ligerie.parti-federaliste.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti régionaux";;;
"http://lille.indymedia.org";"Une seule fois";"non disponible";;"régionales";"Nord Pas de Calais";;;;
"http://lipietz2004.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";"Les Verts";;;
"http://lipietz2004.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Île-de-France";"Les Verts";"Lipietz Alain";;
"http://lmc.edefrance.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Centre-Massif central (Auvergne, Centre, Limousin)";"Autre";;;
"http://lorraine.mei-fr.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Lorraine";"MEI";;;
"http://lorraine.mei-fr.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Lorraine";"MEI";;;
"http://luberon100gauche.lautre.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"LCR";;;
"http://luberon100gauche.lautre.net";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"LCR";;;
"http://ludo.vita-vie.com";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"Autre";"Rey Robert";;
"http://mapage.noos.fr/ps-chablais";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PS";;;
"http://mapage.noos.fr/ps-chablais";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PS";;;
"http://marc.boucaut.free.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Haute-Normandie";"Autre";"Boucaut Marc";;
"http://marseille.naros.info";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"PACA";;;;
"http://martinebillard.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";"Les Verts";"Billard Martine";;
"http://martinez2004.free.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Île-de-France";"PS";;;
"http://martinwinckler.com/article.php3?id_article=192";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"national";;;;
