"URL de départ";"Fréquence";"Profondeur";"Typologie";"Type d'élections";"Niveau géographique";"Parti";"Candidat";"Autres mots clés";"Historique des URL"
"http://perso.wanadoo.fr/ps.cesson-sevigne";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"PS";;;
"http://perso.wanadoo.fr/ps.cesson-sevigne";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"PS";;;
"http://perso.wanadoo.fr/ps.sud.brive";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Limousin";"PS";;;
"http://perso.wanadoo.fr/ps.sud.brive";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Limousin";"PS";;;
"http://perso.wanadoo.fr/ps15jg";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PS";;;
"http://perso.wanadoo.fr/ps15jg";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PS";;;
"http://perso.wanadoo.fr/ps22";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"PS";;;
"http://perso.wanadoo.fr/ps22";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"PS";;;
"http://perso.wanadoo.fr/ps47";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Aquitaine";"PS";;;
"http://perso.wanadoo.fr/ps47";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Aquitaine";"PS";;;
"http://perso.wanadoo.fr/ps62";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://perso.wanadoo.fr/ps62";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://perso.wanadoo.fr/ps84";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PS";;;
"http://perso.wanadoo.fr/ps84";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PS";;;
"http://perso.wanadoo.fr/psbeuvry";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://perso.wanadoo.fr/psbeuvry";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://perso.wanadoo.fr/psbrive19";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Limousin";"PS";;;
"http://perso.wanadoo.fr/psbrive19";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Limousin";"PS";;;
"http://perso.wanadoo.fr/ps-lehavre";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Ouest (Bretagne, Pays-de-la-Loire, Poitou-Charentes)";"PS";"Weber Henri";;
"http://perso.wanadoo.fr/radio-contact";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"DOM-TOM";;;;
"http://perso.wanadoo.fr/recidev/bureau3.htm";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";"Autre";;;
"http://perso.wanadoo.fr/regionprovence";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"Parti régionaux";;;
"http://perso.wanadoo.fr/regionprovence";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"Parti régionaux";;;
"http://perso.wanadoo.fr/renaud.prat/ps";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PS";;;
"http://perso.wanadoo.fr/renaud.prat/ps";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PS";;;
"http://perso.wanadoo.fr/section.socialiste.arras";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://perso.wanadoo.fr/section.socialiste.arras";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://perso.wanadoo.fr/sergemarini.cantonales";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Limousin";"Autre";;;
"http://perso.wanadoo.fr/unite.normande";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Haute-Normandie";"Parti régionaux";;;
"http://perso.wanadoo.fr/unite.normande";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Haute-Normandie";"Parti régionaux";;;
"http://perso.wanadoo.fr/verts47";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"Les Verts";;;
"http://perso.wanadoo.fr/verts52";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Champagne-Ardenne";"Les Verts";;;
"http://perso.wanadoo.fr/verts52";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Champagne-Ardenne";"Les Verts";;;
"http://perso.wanadoo.fr/vertsdordogne";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"Les Verts";;;
"http://perso.wanadoo.fr/vincent.carlotti";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Corse";"PS";"Carlotti Vincent";;
"http://pmcouteaux.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"MPF";"Couteaux Paul";;
"http://polynesie.lesverts.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"DOM-TOM";"Les Verts";"Brigato Loïc";;
"http://prg06.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PRG";;;
"http://prg06.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PRG";;;
"http://prg13.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PRG";;;
"http://prg13.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PRG";;;
"http://prg-2b.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Corse";"PRG";;;
"http://prg-2b.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Corse";"PRG";;;
"http://prg35.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"PRG";;;
"http://prg35.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"PRG";;;
"http://pro.wanadoo.fr/christian.soulier/ps.mions";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PS";;;
"http://pro.wanadoo.fr/christian.soulier/ps.mions";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PS";;;
"http://programmepolitique.free.fr";"Une seule fois";"non disponible";;"régionales";"national";;;;
"http://programmepolitique.free.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://ps.calais.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://ps.calais.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://ps.laroche.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Poitou Charentes";"PS";;;
"http://ps.laroche.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Poitou Charentes";"PS";;;
"http://ps.lavalette.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PS";;;
"http://ps.lavalette.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PS";;;
"http://ps.meylan.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PS";;;
"http://ps.meylan.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PS";;;
"http://ps.pleumartin.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Poitou Charentes";"PS";;;
"http://ps.pleumartin.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Poitou Charentes";"PS";;;
"http://ps.rillieux.test.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PS";;;
"http://ps.rillieux.test.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PS";;;
"http://ps62630.site.voila.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://ps62630.site.voila.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://ps76.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Haute-Normandie";"PS";;;
"http://ps76.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Haute-Normandie";"PS";;;
"http://psannonay.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PS";;;
"http://psannonay.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PS";;;
"http://ps-correze.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Centre-Massif central (Auvergne, Centre, Limousin)";"PS";;;
"http://pslempdes.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Auvergne";"PS";;;
"http://pslempdes.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Auvergne";"PS";;;
"http://psmontrouge.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PS";;;
"http://psmontrouge.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PS";;;
"http://psoyeplage.bravehost.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://psoyeplage.bravehost.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://r.telem.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PS";;;
"http://r.telem.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PS";;;
"http://rassemblementdemo.free.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";"Autre";;;
"http://rdra.chez.tiscali.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"Sud-Est (Corse, Provence-Alpes-Côte-d'Azur, Rhône-Alpes)";"Autre";;;
"http://recherche-en-danger.apinc.org";"Hebdomadaire";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://reflexes.samizdat.net";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";;"régionales";"national";;;;
"http://reflexes.samizdat.net";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://reseaugr.levillage.org/cngr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"DVG";;;
"http://revue.vertsmp.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"Les Verts";;;
"http://revue.vertsmp.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Midi-Pyrénées";"Les Verts";;;
"http://rezo.net/dossiers/regionales";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://rlfreims.lautre.net";"Une seule fois";"non disponible";;"régionales";"Champagne-Ardenne";;;;
"http://satiricon.free.fr";"Une seule fois";"non disponible";;"régionales";"Midi-Pyrénées";;;;
"http://schoelcher.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Alsace";"PS";;;
"http://schoelcher.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Alsace";"PS";;;
"http://sdparis.canalblog.com";"Avant scrutin et après scrutin";"non disponible";;"européennes";"Île-de-France";;;;
"http://se.edefrance.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Sud-Est (Corse, Provence-Alpes-Côte-d'Azur, Rhône-Alpes)";"Autre";;;
"http://site.voila.fr/JeunesUDF14";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Basse-Normandie";"UDF";;;
"http://site.voila.fr/JeunesUDF14";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Basse-Normandie";"UDF";;;
"http://site.voila.fr/jeunesudf81";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"UDF";;;
"http://site.voila.fr/jeunesudf81";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Midi-Pyrénées";"UDF";;;
"http://site.voila.fr/liguenationaliste";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Basse-Normandie";"Autre";;;
"http://site.voila.fr/liguenationaliste";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Basse-Normandie";"Autre";;;
"http://site.voila.fr/mjs04";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"PS";;;
"http://site.voila.fr/mjs04";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"PS";;;
"http://site.voila.fr/mnrbr/index.html";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Bretagne";"MNR";"David Lionel";;
"http://site.voila.fr/mnrbr/index.html";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Bretagne";"MNR";"David Lionel";;
"http://site.voila.fr/pcf.romainville";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PCF";;;
"http://site.voila.fr/pcf.romainville";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PCF";;;
"http://site.voila.fr/pcf07";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"PCF";;;
"http://site.voila.fr/pcf07";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"PCF";;;
"http://site.voila.fr/ps_longuenesse";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Nord Pas de Calais";"PS";;;
"http://site.voila.fr/ps_longuenesse";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord Pas de Calais";"PS";;;
"http://site.wanadoo.fr/sbourhis";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Alsace";"Parti régionaux";"Bourhis Stéphane";;
"http://site.wanadoo.fr/th.unite/clef1";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"national";"Autre";;;
"http://site.wanadoo.fr/th.unite/clef1/view_index.nhtml";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"national";"Autre";;;
"http://so.edefrance.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"Autre";;;
"http://socialisme.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"Autre";;;
"http://socialisme.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://solcidsp.upmf-grenoble.fr";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"Rhône-Alpes";;;;
"http://solidariteetprogres.online.fr";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"Autre";;;
"http://solidariteetprogres.online.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"Autre";;;
"http://somme.socialiste.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Picardie";"PS";;;
"http://somme.socialiste.com";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Picardie";"PS";;;
"http://suresnesavecvous.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PS";;;
"http://suresnesavecvous.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PS";;;
"http://transeuropeennes.gaya.fr";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://udf.81.site.voila.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"UDF";;;
"http://udf.81.site.voila.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Midi-Pyrénées";"UDF";;;
"http://udf.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://udf.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";;;
"http://udf.isere.free.fr/";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"UDF";"Comparini Anne-Marie";;
"http://udf.isere.free.fr/";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"UDF";"Comparini Anne-Marie";;
"http://udf95.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://udf95.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";;;
"http://udfcentre.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://udfcentre.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";;;
"http://udfcolombes.monsite.wanadoo.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://udfcolombes.monsite.wanadoo.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";;;
"http://udfgard.site.voila.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"PACA";"UDF";;;
"http://udfgard.site.voila.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"PACA";"UDF";;;
"http://udfjeunes64.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Aquitaine";"UDF";;;
"http://udfjeunes64.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Aquitaine";"UDF";;;
"http://udfmidipyrenees.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"UDF";;;
"http://udfmidipyrenees.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"UDF";;;
"http://udfparis11.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://udfparis11.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";;;
"http://udfscpo.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"UDF";;;
"http://udfscpo.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"UDF";"Santini André";;
"http://udfthionville.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Lorraine";"UDF";;;
"http://udfthionville.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Lorraine";"UDF";"Griesbeck Nathalie";;
"http://ump-regionales2004.net/blog/weblog.php";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"national";"UMP";;;
"http://uniongaulliste.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"Autre";;;
"http://unionsouverainiste.free.fr";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"national";"Parti Souverainiste";;;
"http://users.skynet.be/bruxelles/reseauvalmy";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"Autre";;;
"http://users.skynet.be/bruxelles/reseauvalmy";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";"Autre";;;
"http://utopiaterre.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"national";"PS";;;
"http://utopiaterre.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"national";"PS";;;
"http://verts.artoisternois.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://verts.lille.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://verts.paysbasque.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"Les Verts";;;
"http://verts95.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Les Verts";;;
"http://verts-boulonnais.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://vertscalais.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://vertsch.free.fr";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Champagne-Ardenne";"Les Verts";;;
"http://vertscrif.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"Les Verts";;;
"http://vertscrif.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Les Verts";;;
"http://verts-economie.net";"Une seule fois";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"Les Verts";;;
"http://verts-economie.net";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"Les Verts";;;
"http://vertsenergie.ouvaton.org";"Une seule fois";"non disponible";"Sites des formations politiques";"régionales";"national";"Les Verts";;;
"http://vertsenergie.ouvaton.org";"Avant scrutin et après scrutin";"non disponible";"Sites des formations politiques";"européennes";"national";"Les Verts";;;
"http://vertsmp.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Midi-Pyrénées";"Les Verts";;;
"http://vertsmp.free.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Midi-Pyrénées";"Les Verts";;;
"http://verts-nord-littoral.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://verts-tourcoing.ouvaton.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Nord-Ouest (Basse-Normandie, Haute-Normandie, Nord Pas-de-Calais, Picardie)";"Les Verts";;;
"http://vertsvillenave.chez.tiscali.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Sud-Ouest (Aquitaine, Languedoc-Roussillon, Midi-Pyrénées)";"Les Verts";"Onesta Gérard";;
"http://vertweb.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";"Les Verts";;;
"http://vivre.objectis.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"national";"Autre";;;
"http://www.18heures.org/Ecrire/18_heures/e_.htm";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Limousin";;;;
"http://www.18heures.org/Ecrire/18_heures/e_.htm";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"Limousin";;;;
"http://www.20six.fr/socdem";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Rhône-Alpes";;;;
"http://www.20six.fr/socdem";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"Rhône-Alpes";;;;
"http://www.20six.fr/UMPbethunois";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Nord Pas de Calais";;;;
"http://www.20six.fr/UMPbethunois";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Nord Pas de Calais";;;;
"http://www.77.pcf.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PCF";;;
"http://www.77.pcf.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PCF";;;
"http://www.93.pcf.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Île-de-France";"PCF";;;
"http://www.93.pcf.fr";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Île-de-France";"PCF";;;
"http://www.abri.org/truc";"Une seule fois";"non disponible";;"régionales";"Midi-Pyrénées";"Autre";;;
"http://www.action.citoyenne.online.fr";"Une seule fois";"non disponible";;"régionales";"national";;;;
"http://www.action.citoyenne.online.fr";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.action-liberale.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.actupparis.org";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.actupparis.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.adelinehazan.net";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"européennes";"Est (Alsace, Bourgogne, Champagne-Ardenne, Franche-Comté, Lorraine)";"PS";"Hazan Adeline";;
"http://www.adels.org/territoires/443.htm";"Une seule fois";"non disponible";"Annuaires, observatoires et analyses";"régionales";"Midi-Pyrénées";"Autre";;;
"http://www.ades-grenoble.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"régionales";"Rhône-Alpes";"Les Verts";;;
"http://www.ades-grenoble.org";"Hebdomadaire";"non disponible";"Sites des formations politiques";"européennes";"Rhône-Alpes";"Les Verts";;;
"http://www.admi.net/cgi-bin/wiki?AndreSantini";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"Île-de-France";"UDF";;;
"http://www.adrien-zeller.org";"Hebdomadaire";"non disponible";"Sites des candidats en campagne";"régionales";"Alsace";"UMP";;;
"http://www.a-e-r.org/FR/index.html";"Avant scrutin et après scrutin";"non disponible";;"européennes";"national";;;;
"http://www.agencebretagnepresse.com";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Annuaires, observatoires et analyses";"régionales";"Bretagne";;;;
"http://www.age-platform.org/FR/index.php";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.agirici.org";"Une seule fois";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";;;;
"http://www.agirici.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";;;;
"http://www.a-g-r.org";"Hebdomadaire";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"Union Gauche";;;
"http://www.a-g-r.org";"avant le 1er tour, entre les 2 tours, après le 2e tour";"non disponible";"Associations, syndicats et autres organisations";"régionales";"national";"Union Gauche";;;
"http://www.a-g-r.org";"Avant scrutin et après scrutin";"non disponible";"Associations, syndicats et autres organisations";"européennes";"national";"Union Gauche";;;
