web_entity_id,total_themes_pages,bayer,clonage,embryon,ogm,brevets,adn,souches,FIV,avortement
53,145972,0.0,25.778916504535115,49.214917929465926,0.02055188666319568,2.5552845751239963,36.65086454936563,9.111336420683418,24.34713506699915,132.31989696654153
