"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC0oZq_-KmDTL92MC8Pl0wzg";"2 fois par an";"éducation";"université";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC2i-BljAg1w_MMMA1JuFm7w";"2 fois par an";"information";"presse locale / la Provence";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC2XIqez2q8sk2bd8YcAok5Q";"2 fois par an";"littérature";"littérature française / le Mock";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC3d5BBlRexqbsabSScbxWAg";"2 fois par an";"arts du spectacle";"théâtre / administration / Théâtres Parisiens Associés";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC4R1IsRVKs_qlWKTm9pT82Q";"2 fois par an";"sciences";"association";"non diffusées";"https://www.youtube.com/channel/UC4R1IsRVKs_qlWKTm9pT82Q/about (27/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC7PX-myPpcT4YfZEWqZxGGg";"2 fois par an";"information";"presse locale / Sud Ouest";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC8bXAHcitOUnxe7cFg6Curg";"2 fois par an";"musique";"chanson française / Famer, Mylène";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC8Ob_7t2CjMZxnP_7HjGdBw";"2 fois par an";"littérature";"lectures / booktubeuse / Pitiki bouquine";"non diffusées";"https://www.youtube.com/channel/UC8Ob_7t2CjMZxnP_7HjGdBw/videos (27/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC8Tya3pzXNXNM-ffLcMHYoQ";"2 fois par an";"littérature";"bande dessinée / éditeur / Glénat";"non diffusées";"https://www.youtube.com/user/GLENATBD (30/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC95H8r1D5f7RAdx0M5UdQEg";"2 fois par an";"sciences";"enseignement / chimie / Ecole normale supérieure";"non diffusées";"https://www.youtube.com/user/CSChimie/featured (28/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC9GGzAhhvhJO1hL10-BcgNA";"2 fois par an";"information";"presse nationale / Le Huffington Post";"non diffusées";"https://www.youtube.com/channel/UC9GGzAhhvhJO1hL10-BcgNA/featured (27/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC9zuzZ3FD7xOIrM-MKe2H7w";"2 fois par an";"musique";"labels, Paris";"non diffusées";"https://www.youtube.com/user/inparadisumrec/ (01/10/2021)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCAB1K-klFpAim78FNqxxl9Q";"2 fois par an";"sciences";"médecine / Académie nationale de médecine";"non diffusées";"https://www.youtube.com/channel/UCAB1K-klFpAim78FNqxxl9Q/featured (27/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCAf9V2Z9-gf_Kmbzq-cfljg";"2 fois par an";"éducation";"Université";"non diffusées";"https://www.youtube.com/user/UnivRennes1 (30/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCaNlbnghtwlsGF-KzAFThqA";"2 fois par an";"sciences";"sciences - vulgarisation";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCar0yo-PpeMk51m116826pQ";"2 fois par an";"information";"presse quotidienne / l'humanité";"non diffusées";"https://www.youtube.com/user/humanitefr (30/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCBXiijZp0XYsKllh6bDJWjA";"2 fois par an";"musique";"label, France";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCCB1Byx5yTbLpQaV-rlfmtA";"2 fois par an";"musique";"non renseigné / Maitre Gims / musiques urbaines";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UCCDz_XYeKWd0OIyjp95dqyQ";"2 fois par an";"information";"presse nationale / Le Figaro";"non diffusées";"https://www.youtube.com/user/lefigaro/videos (28/11/2019)"
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC-Cf7Z00cbodH9qC8i7SHXA";"2 fois par an";"éducation";"université";"non diffusées";
"Vidéos (VIDEO)";"https://www.youtube.com/channel/UC_cGv5kLr-91-ioR5AlIV0w";"2 fois par an";"éducation";"études / orientation / stages / centre d'information et de documentation de la jeunesse / recherche d'emploi";"non diffusées";"https://www.youtube.com/user/JCOMJEUNE/ (28/11/2019)"
