"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Actualités (ACTU)";"http://bofip.impots.gouv.fr/bofip/ext/planClassement/planclassement";"1 fois par jour";"portail d'information";"non renseigné";;
"Actualités (ACTU)";"http://www.366.fr/unes-du-jour/";"1 fois par jour";"presse locale";"non renseigné";;"http://www.pqr.fr/editeurs/les-unes-du-jour/ (21/07/2015)"
"Actualités (ACTU)";"http://www.atlantico.fr";"1 fois par jour";"presse nationale";"pure player";;
"Actualités (ACTU)";"http://www.charentelibre.fr";"1 fois par jour";"presse locale";"Poitou-Charentes / Nouvelle-Aquitaine";;
"Actualités (ACTU)";"http://www.courrierdelouest.fr";"1 fois par jour";"presse locale";"Poitou-Charente / Pays-de-la-Loire / Nouvelle-Aquitaine";;
"Actualités (ACTU)";"http://www.domtomactu.com";"1 fois par jour";"portail d'information";"presse locale";;
"Actualités (ACTU)";"http://www.franceguyane.fr";"1 fois par jour";"presse locale";"Guyane";;
"Actualités (ACTU)";"http://www.guadeloupe.franceantilles.fr";"1 fois par jour";"presse locale";"Guadeloupe";;
"Actualités (ACTU)";"http://www.ladepeche.pf";"1 fois par jour";"presse locale";"Tahiti / Polynésie française";;
"Actualités (ACTU)";"http://www.lamarseillaise.fr";"1 fois par jour";"presse locale";"Provence-Alpes-Côte d'Azur / Languedoc-Roussillon / Occitanie";;
"Actualités (ACTU)";"http://www.lefigaro.fr";"1 fois par jour";"presse nationale";"non renseigné";;
"Actualités (ACTU)";"http://www.lemainelibre.fr";"1 fois par jour";"presse locale";"Pays-de-la-Loire / Basse-Normandie / Normandie";;
"Actualités (ACTU)";"http://www.leparisien.fr";"1 fois par jour";"presse locale";"Ile-de-France";;
"Actualités (ACTU)";"http://www.lepoint.fr";"1 fois par jour";"presse nationale";"non renseigné";;
"Actualités (ACTU)";"http://www.lequotidien.re";"1 fois par jour";"presse locale";"La Réunion";;
"Actualités (ACTU)";"http://www.liberation.fr";"1 fois par jour";"presse nationale";"non renseigné";;
"Actualités (ACTU)";"http://www.martinique.franceantilles.fr";"1 fois par jour";"presse locale";"Martinique";;"http://www.guadeloupe.franceantilles.fr (16/08/2012)"
"Actualités (ACTU)";"http://www.memento.fr";"1 fois par jour";"presse locale";"DOM-TOM";;
"Actualités (ACTU)";"http://www.nicematin.com";"1 fois par jour";"presse locale";"Provence-Alpes-Côte-d'Azur";;
"Actualités (ACTU)";"http://www.nouvelobs.com/rue89/";"1 fois par jour";"presse nationale";"pure player";;"http://www.rue89.com (10/12/2013) / http://rue89.nouvelobs.com (24/01/2017) / http://tempsreel.nouvelobs.com/rue89/ (01/02/2018)"
"Actualités (ACTU)";"http://www.presseocean.fr";"1 fois par jour";"presse locale";"Pays-de-la-Loire";;
"Actualités (ACTU)";"http://www.slate.fr";"1 fois par jour";"presse nationale";"pure player";;
"Actualités (ACTU)";"http://www.slateafrique.com";"1 fois par jour";"portail d'information";"pure player";;
"Actualités (ACTU)";"http://www.varmatin.com";"1 fois par jour";"presse locale";"Provence-Alpes-Côte d'Azur";;
"Actualités (ACTU)";"https://actu.orange.fr";"1 fois par jour";"portail d'information";"non renseigné";;"http://actu.orange.fr (28/11/2017)"
"Actualités (ACTU)";"https://fr.euronews.com";"1 fois par jour";"presse nationale";"non renseigné";;"http://fr.euronews.com (14/09/2018)"
"Actualités (ACTU)";"https://fr.news.yahoo.com";"1 fois par jour";"portail d'information";"non renseigné";;"http://fr.news.yahoo.com (07/04/2014)"
"Actualités (ACTU)";"https://lejournaldemayotte.yt";"1 fois par jour";"presse locale";"Mayotte";;"http://lejournaldemayotte.com (12/06/2018)"
"Actualités (ACTU)";"https://lexpansion.lexpress.fr";"1 fois par jour";"presse nationale";"non renseigné";;"http://www.lexpansion.com (04/09/2012) / http://lexpansion.lexpress.fr (21/11/2017)"
"Actualités (ACTU)";"https://rue89bordeaux.com";"1 fois par jour";"presse locale";"pure player / Gironde / Nouvelle-Aquitaine";;"http://rue89bordeaux.com (22/12/2017)"
