"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Droit, économie, politique (DEP)";"http://15cpp.fr";"1 fois par an";"droit";"blogs / policiers / police judiciaire";"succède à http://pj-en-capitale.blogspot.fr";"http://pj-en-capitale.blogspot.fr (12/04/2015)"
"Droit, économie, politique (DEP)";"http://48info.fr";"1 fois par an";"presse";"presse locale";;"http://www.lozere-nouvelle.com (29/07/2012)"
"Droit, économie, politique (DEP)";"http://afrilex.u-bordeaux4.fr";"1 fois par an";"droit";"Centre d'étude et de recherche sur les droits africains et le développement institutionnel des pays en voie de développement (Bordeaux) / revues de droit / documentation juridique / centres de recherche / Afrique";;"http://www.afrilex.u-bordeaux4.fr (04/07/2012)"
"Droit, économie, politique (DEP)";"http://afrique.lepoint.fr";"1 fois par semaine";"presse";"presse nationale magazine";;
"Droit, économie, politique (DEP)";"http://ajef.net";"1 fois par an";"presse";"métiers du journalisme / syndicats, fédérations et associations professionnelles";;"http://www.ajef.net (20/07/2017)"
"Droit, économie, politique (DEP)";"http://ajefrance.fr";"1 fois par an";"presse";"métiers du journalisme / syndicats, fédérations et associations professionnelles";;"http://www.ajefrance.com (20/07/2017)"
"Droit, économie, politique (DEP)";"http://amikuze.blogs.sudouest.fr";"1 fois par an";"presse";"presse locale / blogs";;"http://www.sudouest.fr (05/03/2014) / http://aignan.blogs.sudouest.fr (30/03/2015)"
"Droit, économie, politique (DEP)";"http://ancmsp.com";"1 fois par an";"science politique";"site d'association - métier de la science politique";;
"Droit, économie, politique (DEP)";"http://astronomie.blogs.charentelibre.fr";"1 fois par an";"presse";"presse locale / blogs";;"http://www.charentelibre.fr (05/03/2014)"
"Droit, économie, politique (DEP)";"http://avocatssansfrontieres-france.org";"1 fois par an";"droit";"Avocats sans frontières - France / lettres d'information / formation / associations / avocats / droits de l'homme";"Association de solidarité internationale régie par la loi française du 1er juillet 1901. A pour objet : - la défense de toute personne privée de recours à un avocat libre et indépendant ; - la droit à bénéficier d’un procès équitable et d’une défense effective  - la défense des avocats et défenseurs des droits de l’Homme victimes de menaces ou agressions de toute nature en raison de leur exercice professionnel.";
"Droit, économie, politique (DEP)";"http://bdethightech.blogs.lavoixdunord.fr";"1 fois par an";"presse";"presse locale / blogs";;"http://www.lavoixdunord.fr (05/03/2014)"
"Droit, économie, politique (DEP)";"http://bibliparl.huma-num.fr";"1 fois par an";"droit";"Centre national de la recherche scientifique (France) / Institut d'histoire de la pensée classique (Lyon) / Huma-Num (Paris) / bases de données bibliographiques / centres de recherche / parlements d'Ancien Régime";"Présentation faite par le site : ""Le projet BibliParl consiste en la réalisation d’une base de données évolutive et collaborative de la bibliographie des « Parlements ». Le terme s’applique aux parlements d’Ancien Régime français, de Paris et de province, depuis l’origine (1250) jusqu’à la Révolution française, mais la bibliographie s’étendra, dans une perspective comparative, aux Parlements (français ou étrangers) et aux cours souveraines (françaises et étrangères) dont les activités politiques et judiciaires, souveraines et supérieures, ont eu le Parlement d’Ancien Régime français pour modèle"".";"http://bibliparl.huma-num.fr/bibliographie/ (07/08/2014)"
"Droit, économie, politique (DEP)";"http://biu-cujas.univ-paris1.fr";"1 fois par an";"droit";"Bibliothèque Cujas de droit et de sciences économiques (Paris) / portails Internet / bibliothèques universitaires / droit";;
"Droit, économie, politique (DEP)";"http://blog.lefigaro.fr/rioufol/";"1 fois par an";"presse";"presse nationale";"blog";
"Droit, économie, politique (DEP)";"http://blog.lefigaro.fr/threard/";"1 fois par an";"presse";"presse nationale";"blog";
"Droit, économie, politique (DEP)";"http://bnf.libguides.com/europe";"1 fois par mois";"*non classé";"France / Europe / établissements publics / Bibliothèque nationale de France / guide thématique";;
"Droit, économie, politique (DEP)";"http://bourse.lesechos.fr";"1 fois par mois";"économie";"presse économique";;"http://www.investir.fr (31/10/2012)"
"Droit, économie, politique (DEP)";"http://cdft.cnam.fr";"1 fois par an";"économie";"centres de recherche / Centre de documentation sur la formation et le travail";;
"Droit, économie, politique (DEP)";"http://cersa.cnrs.fr";"1 fois par an";"science politique";"CERSA / Centre d'études et de recherches de science administrative / centres de recherche / administration publique";;"http://www.cersa.cnrs.fr (20/03/2015)"
"Droit, économie, politique (DEP)";"http://champpenal.revues.org";"1 fois par an";"droit";"Institut des sciences humaines et sociales (France) / revues de droit / centres de recherche / droit pénal / criminologie";"revue en ligne spécialisée en droit pénal et criminologie ISSN = 1777-5272";
"Droit, économie, politique (DEP)";"http://charliehebdo.wordpress.com";"2 fois par an";"presse";"presse nationale magazine";"blog";
"Droit, économie, politique (DEP)";"http://chevaliersdesgrandsarrets.com";"1 fois par an";"droit";"blogs / documentation juridique / étudiants en droit / droit public";;
"Droit, économie, politique (DEP)";"http://chouard.org/blog/";"1 fois par an";"science politique";"Chouard, Etienne / enseignants / blogs";;"http://etienne.chouard.free.fr/Europe/ (20/03/2015)"
"Droit, économie, politique (DEP)";"http://cht-nantes.org";"1 fois par an";"économie";"centres de recherche / Centre d’histoire du travail";;
"Droit, économie, politique (DEP)";"http://clhd.univ-lorraine.fr";"1 fois par an";"droit";"Centre lorrain d'histoire du droit (Nancy) / bases de données bibliographiques / centres de recherche / histoire du droit";"Bibliographie d'histoire du droit en langue française, par le Centre lorrain d'histoire du droit (Nancy). La recherche par le thésaurus permet d'afficher les notices bibliographiques sans passer par la saisie d'une recherche.";"http://clhd.univ-nancy2.fr (12/04/2015) / http://ifg.univ-lorraine.fr/content/clhd (03/06/2015)"
"Droit, économie, politique (DEP)";"http://cnb.avocat.fr";"1 fois par an";"droit";"Conseil national des barreaux (France) / annuaires / documentation juridique";;
