"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Droit, économie, politique (DEP)";"http://15cpp.fr";"1 fois par an";"droit";"blogs / policiers / police judiciaire";"non diffusées";"http://pj-en-capitale.blogspot.fr (12/04/2015)"
"Droit, économie, politique (DEP)";"https://8e-etage.fr";"1 fois par mois";"presse";"national";"non diffusées";
"Droit, économie, politique (DEP)";"https://abp.bzh";"1 fois par semaine";"presse";"agence";"non diffusées";"http://www.agencebretagnepresse.com (07/12/2015) / http://abp.bzh (14/02/2017)"
"Droit, économie, politique (DEP)";"https://actufinance.fr";"1 fois par an";"économie";"presse économique";"non diffusées";"http://www.actufinance.fr (17/01/2019) / https://www.actufinance.fr (22/03/2019)"
"Droit, économie, politique (DEP)";"http://admi.net/index_fr.html";"1 fois par an";"économie";"non renseigné";"non diffusées";"http://www.adminet.com (14/04/2018)"
"Droit, économie, politique (DEP)";"http://afrilex.u-bordeaux4.fr";"1 fois par an";"droit";"Centre d'étude et de recherche sur les droits africains et le développement institutionnel des pays en voie de développement (Bordeaux) / revues de droit / documentation juridique / centres de recherche / Afrique";"non diffusées";"http://www.afrilex.u-bordeaux4.fr (04/07/2012)"
"Droit, économie, politique (DEP)";"http://afrique.lepoint.fr";"1 fois par semaine";"presse";"presse nationale magazine";"non diffusées";
"Droit, économie, politique (DEP)";"https://aiparis.fr/2019/";"1 fois par semaine";"économie";"intelligence artificielle / évènement / Paris";"non diffusées";
"Droit, économie, politique (DEP)";"http://ajefrance.fr";"1 fois par an";"presse";"métiers du journalisme syndicats, fédérations et associations professionnelles";"non diffusées";"http://www.ajefrance.com (20/07/2017)"
"Droit, économie, politique (DEP)";"https://ancmsp.com";"1 fois par an";"science politique";"site d'association - métier de la science politique";"non diffusées";"http://ancmsp.com (17/01/2019)"
"Droit, économie, politique (DEP)";"http://avocatssansfrontieres-france.org";"1 fois par an";"droit";"Avocats sans frontières - France / lettres d'information / formation / associations / avocats / droits de l'homme";"non diffusées";
"Droit, économie, politique (DEP)";"http://bibliparl.huma-num.fr/bibliographie/";"1 fois par an";"droit";"Centre national de la recherche scientifique (France) / Institut d'histoire de la pensée classique (Lyon) / Huma-Num (Paris) / bases de données bibliographiques / centres de recherche / parlements d'Ancien Régime";"non diffusées";"http://bibliparl.huma-num.fr/bibliographie/ (07/08/2014) / http://bibliparl.huma-num.fr (12/04/2018)"
"Droit, économie, politique (DEP)";"http://biu-cujas.univ-paris1.fr";"1 fois par an";"droit";"Bibliothèque Cujas de droit et de sciences économiques (Paris) / portails Internet / bibliothèques universitaires / droit";"non diffusées";
"Droit, économie, politique (DEP)";"http://blogdroitadministratif.net";"1 fois par an";"droit";"Blogs / universitaires / magistrats / droit administratif";"non diffusées";"http://www.blogdroitadministratif.net (12/04/2018)"
"Droit, économie, politique (DEP)";"http://blog.lefigaro.fr/rioufol/";"1 fois par an";"presse";"presse nationale";"non diffusées";
"Droit, économie, politique (DEP)";"http://blog.lefigaro.fr/threard/";"1 fois par an";"presse";"presse nationale";"non diffusées";
"Droit, économie, politique (DEP)";"https://blogs.mediapart.fr";"1 fois par an";"presse";"presse nationale / blogs";"non diffusées";"http://www.mediapart.fr/club (31/10/2012) / http://www.mediapart.fr (17/07/2013) / http://blogs.mediapart.fr (20/07/2017)"
"Droit, économie, politique (DEP)";"https://bouillaud.wordpress.com";"1 fois par an";"science politique";"Bouillaud, Christophe / enseignant chercheur / blogs";"non diffusées";"http://bouillaud.wordpress.com (23/05/2017)"
"Droit, économie, politique (DEP)";"https://cafebabel.com/fr/";"2 fois par an";"presse";"portail d'information";"non diffusées";"http://www.cafebabel.fr (01/02/2019) / https://cafebabel.com (22/03/2019)"
"Droit, économie, politique (DEP)";"https://ccfa.fr";"1 fois par an";"économie";"associations professionnelles / Comité des constructeurs français d’automobiles";"non diffusées";"http://www.ccfa.fr (13/04/2018) / http://ccfa.fr (17/01/2019)"
"Droit, économie, politique (DEP)";"http://cdft.cnam.fr";"1 fois par an";"économie";"centres de recherche / Centre de documentation sur la formation et le travail";"non diffusées";
"Droit, économie, politique (DEP)";"https://cdmo.univ-nantes.fr/cdmo-centre-de-droit-maritime-et-oceanique/accueil-884963.kjsp";"1 fois par an";"droit";"Centre de droit maritime et océanique (Nantes) / bibliographie / revues de droit / formation / centres de recherche / droit maritime / droit de la mer";"non diffusées";"http://www.droit.univ-nantes.fr/labos/cdmo/ (08/03/2013) / http://www.cdmo.univ-nantes.fr (17/01/2019) / https://www.cdmo.univ-nantes.fr (21/02/2019)"
"Droit, économie, politique (DEP)";"http://cersa.cnrs.fr";"1 fois par an";"science politique";"CERSA / Centre d'études et de recherches de science administrative / centres de recherche / administration publique";"non diffusées";"http://www.cersa.cnrs.fr (20/03/2015)"
"Droit, économie, politique (DEP)";"https://chevaliersdesgrandsarrets.com";"1 fois par an";"droit";"blogs / documentation juridique / étudiants en droit / droit public";"non diffusées";"http://chevaliersdesgrandsarrets.com (12/04/2018)"
"Droit, économie, politique (DEP)";"http://chouard.org/blog/";"1 fois par an";"science politique";"Chouard, Etienne / enseignants / blogs";"non diffusées";"http://etienne.chouard.free.fr/Europe/ (20/03/2015)"
"Droit, économie, politique (DEP)";"http://cht-nantes.org";"1 fois par an";"économie";"centres de recherche / Centre d’histoire du travail";"non diffusées";
"Droit, économie, politique (DEP)";"http://clhd.univ-lorraine.fr";"1 fois par an";"droit";"Centre lorrain d'histoire du droit (Nancy) / bases de données bibliographiques / centres de recherche / histoire du droit";"non diffusées";"http://clhd.univ-nancy2.fr (12/04/2015) / http://ifg.univ-lorraine.fr/content/clhd (03/06/2015)"
"Droit, économie, politique (DEP)";"https://colonialcorpus.hypotheses.org";"1 fois par an";"droit";"Centre d'histoire judiciaire (Lille) / travaux de recherche / centres de recherche / droit colonial";"non diffusées";"http://colonialcorpus.hypotheses.org (15/04/2018)"
"Droit, économie, politique (DEP)";"http://combatsdroitshomme.blog.lemonde.fr";"1 fois par an";"droit";"Centre de Recherches et d’Etudes sur les Droits Fondamentaux (CREDOF) / blogs / droits de l'homme";"non diffusées";
"Droit, économie, politique (DEP)";"https://corporate.grouperf.com";"1 fois par an";"économie";"presse économique";"non diffusées";"http://www.grouperf.com (22/01/2014) / http://corporate.grouperf.com (13/04/2018)"
"Droit, économie, politique (DEP)";"https://cours.unjf.fr";"1 fois par an";"droit";"Université Numérique Juridique Francophone / mooc / groupements d'intérêt public";"non diffusées";"http://www.unjf.fr (06/07/2016)"
"Droit, économie, politique (DEP)";"http://cqfd-journal.org";"2 fois par an";"presse";"presse nationale magazine";"non diffusées";"http://www.cqfd-journal.org (20/07/2017)"
"Droit, économie, politique (DEP)";"http://cuej.unistra.fr";"1 fois par an";"presse";"métiers du journalisme / écoles de journalisme";"non diffusées";
"Droit, économie, politique (DEP)";"https://culturepresse.fr";"1 fois par mois";"presse";"métiers du journalisme / syndicats, fédérations et associations professionnelles";"non diffusées";"http://culturepresse.fr (17/01/2019)"
"Droit, économie, politique (DEP)";"https://dansmonlabo.com";"2 fois par an";"presse";"métiers du journalisme / blogs";"non diffusées";
"Droit, économie, politique (DEP)";"https://droitfrancechine.org";"1 fois par an";"droit";"Association Franco-Chinoise pour le Droit Économique / lettres d'information / documentation juridique / Chine";"non diffusées";"http://www.droitfrancechine.org (12/04/2018) / http://droitfrancechine.org (17/01/2019)"
"Droit, économie, politique (DEP)";"http://droit-medecine.over-blog.com";"1 fois par an";"droit";"Sigman, Olivier / blogs / juristes / droit de la santé";"non diffusées";
"Droit, économie, politique (DEP)";"https://ds.hypotheses.org";"1 fois par an";"droit";"Réseau européen Droit et société / blogs / centres de recherche / sociologie du droit";"non diffusées";"http://ds.hypotheses.org (15/04/2018)"
"Droit, économie, politique (DEP)";"https://ecommerce.monster.fr";"1 fois par an";"économie";"non renseigné";"non diffusées";"http://ecommerce.monster.fr (07/04/2019)"
"Droit, économie, politique (DEP)";"https://eelv.fr";"1 fois par an";"science politique";"EELV / partis politiques";"non diffusées";"http://www.eelv.fr (25/05/2012) / http://eelv.fr (30/03/2018)"
"Droit, économie, politique (DEP)";"https://eelv.fr/nos-combats/climat-face-a-lurgence-agir-enfin";"1 fois par an";"science politique";"changement climatique / partis politiques / EELV";"non diffusées";
"Droit, économie, politique (DEP)";"https://ejcam.univ-amu.fr";"1 fois par an";"presse";"métiers du journalisme / écoles de journalisme";"non diffusées";"http://ejcam.univ-amu.fr (20/07/2017)"
"Droit, économie, politique (DEP)";"https://en-marche.fr";"1 fois par an";"science politique";"En marche! / partis politiques";"non diffusées";"http://en-marche.fr (17/01/2019)"
"Droit, économie, politique (DEP)";"http://epjt.fr";"1 fois par an";"presse";"métiers du journalisme / écoles de journalisme";"non diffusées";"http://iut.univ-tours.fr/departement-information-communication/option-journalisme--59688.kjsp (30/03/2015)"
"Droit, économie, politique (DEP)";"http://esj-lille.fr";"1 fois par an";"presse";"métiers du journalisme / écoles de journalisme";"non diffusées";
"Droit, économie, politique (DEP)";"http://etienne.chouard.free.fr/Europe/forum/";"1 fois par an";"science politique";"Chouard, Etienne / enseignants / blogs";"non diffusées";
"Droit, économie, politique (DEP)";"https://facdedroit.univ-amu.fr/cdmt/";"1 fois par an";"droit";"Centre de droit maritime et des transports (Aix-en-Provence, Bouches-du-Rhône) / bibliographie / lettres d'information / formation / droit maritime / droit des transports";"non diffusées";"http://www.cdmt.droit.univ-cezanne.fr (15/04/2018)"
"Droit, économie, politique (DEP)";"http://formation.cadremploi.fr";"2 fois par an";"économie";"recrutement sur Internet";"non diffusées";
"Droit, économie, politique (DEP)";"https://france.attac.org";"1 fois par an";"science politique";"ATTAC / Association pour la taxation des transactions financières et pour l'action citoyenne / associations / participation politique";"non diffusées";"http://www.france.attac.org (23/03/2015) / https://france.attac.org (27/05/2015) / http://france.attac.org (30/03/2018)"
"Droit, économie, politique (DEP)";"https://fr.kompass.com";"1 fois par an";"économie";"annuaires";"non diffusées";"http://fr.kompass.com (13/04/2018)"
"Droit, économie, politique (DEP)";"https://fr.myeurop.info";"1 fois par semaine";"presse";"portail d'information";"non diffusées";"http://fr.myeurop.info (06/02/2019)"
"Droit, économie, politique (DEP)";"https://fr.novopress.info";"1 fois par semaine";"presse";"agence";"non diffusées";"http://fr.novopress.info (10/04/2017)"
"Droit, économie, politique (DEP)";"http://front.libre-logic.fr/cleep/";"1 fois par an";"économie";"associations professionnelles / Comité de liaison pour les échanges électroniques professionnels";"non diffusées";"http://www.cleep.info/association/ (11/04/2015)"
"Droit, économie, politique (DEP)";"https://fr.reuters.com";"1 fois par semaine";"presse";"agence";"non diffusées";"http://fr.reuters.com (17/01/2019)"
"Droit, économie, politique (DEP)";"https://fr.sputniknews.com";"1 fois par mois";"presse";"agence";"non diffusées";"http://fr.rian.ru (17/02/2014) / http://fr.ria.ru (01/04/2015) / http://fr.sputniknews.com (29/04/2016)"
"Droit, économie, politique (DEP)";"http://grip.free.fr";"1 fois par an";"science politique";"GRIP / Groupe de recherches interdisciplinaires sur le politique / centres de recherche";"non diffusées";
"Droit, économie, politique (DEP)";"https://humanis.em-strasbourg.eu";"1 fois par an";"économie";"centres de recherche / Humanis";"non diffusées";"http://www.em-strasbourg.eu/humanis/ (11/04/2015) / http://humanis.em-strasbourg.eu (17/01/2019)"
"Droit, économie, politique (DEP)";"https://ifp.u-paris2.fr/fr";"1 fois par an";"presse";"métiers du journalisme / écoles de journalisme";"non diffusées";"http://ifp.u-paris2.fr (17/01/2019) / https://ifp.u-paris2.fr (07/02/2019)"
"Droit, économie, politique (DEP)";"https://ihej.org";"1 fois par an";"droit";"Institut des hautes études sur la justice (Paris) / lettres d'informations / publications / congrès et conférences / juristes / justice";"non diffusées";"http://www.ihej.org (17/01/2019) / https://www.ihej.org (22/03/2019)"
"Droit, économie, politique (DEP)";"https://infoguerre.fr";"2 fois par an";"presse";"portail d'information";"non diffusées";"http://www.infoguerre.fr (24/01/2018) / https://www.infoguerre.fr (12/02/2018)"
"Droit, économie, politique (DEP)";"http://institutvilley.com";"1 fois par an";"droit";"Institut Michel Villey (Paris) / congrès et conférences / travaux de recherche / philosophie du droit";"non diffusées";"http://www.institutvilley.com (12/04/2018)"
"Droit, économie, politique (DEP)";"https://investir.lesechos.fr/index.php";"1 fois par mois";"économie";"presse économique";"non diffusées";"http://www.investir.fr (31/10/2012) / http://bourse.lesechos.fr (16/04/2018) / https://investir.lesechos.fr (22/03/2019)"
"Droit, économie, politique (DEP)";"https://jean-jaures.org";"1 fois par an";"science politique";"Fondation Jean Jaurès / clubs de réflexion";"non diffusées";"http://www.jean-jaures.org (30/03/2018) / https://www.jean-jaures.org (23/02/2019)"
"Droit, économie, politique (DEP)";"https://journals.openedition.org/champpenal/";"1 fois par an";"droit";"Institut des sciences humaines et sociales (France) / revues de droit / centres de recherche / droit pénal / criminologie";"non diffusées";"http://champpenal.revues.org (12/04/2018)"
"Droit, économie, politique (DEP)";"https://journals.openedition.org/conflits/";"1 fois par an";"science politique";"périodiques de recherche / relations internationales";"non diffusées";"http://www.conflits.revues.org (23/03/2015) / http://conflits.revues.org (06/04/2018) / http://journals.openedition.org/conflits/ (17/01/2019)"
"Droit, économie, politique (DEP)";"https://journals.openedition.org/revdh/";"1 fois par an";"droit";"Centre de recherche et d'études sur les droits fondamentaux (Nanterre) / revues de droit / centres de recherche / droits de l'homme";"non diffusées";"http://revdh.org (08/04/2015) / http://revdh.revues.org (12/04/2018)"
"Droit, économie, politique (DEP)";"https://juricaf.org";"1 fois par an";"droit";"Association des Hautes Juridictions de Cassation des pays ayant en partage l’usage du français / jurisprudence / cours jugeant en dernier ressort / pays de langue française";"non diffusées";"http://www.juricaf.org (12/04/2018)"
"Droit, économie, politique (DEP)";"http://juriscom.net";"1 fois par an";"droit";"Université de Versailles-Saint-Quentin-en-Yvelines / revues de droit / droit des nouvelles technologies de l'information et de la communication";"non diffusées";"http://www.juriscom.net (07/03/2016)"
"Droit, économie, politique (DEP)";"http://juriscope.org";"1 fois par an";"droit";"Centre Juriscope (Jaunay-Clan, Vienne, département) / législation / travaux de recherche / publications / droit comparé / droit étranger / traduction juridique";"non diffusées";"http://www.juriscope.org (06/02/2019)"
"Droit, économie, politique (DEP)";"http://jurisguide.univ-paris1.fr";"1 fois par an";"droit";"Bibliothèque Cujas de droit et de sciences économiques (Paris) / Unité régionale de formation à l'information scientifique et technique (Paris) / portails Internet / recherche documentaire / documentation juridique";"non diffusées";
"Droit, économie, politique (DEP)";"http://jurisurba.blogspirit.com";"1 fois par an";"droit";"Durand, Patrick E. / blogs / avocats / droit de l'urbanisme";"non diffusées";
"Droit, économie, politique (DEP)";"http://juspoliticum.com";"1 fois par an";"droit";"Institut Michel Villey (Paris) / Université de Versailles-Saint-Quentin-en-Yvelines / revues de droit / universitaires / droit constitutionnel / droit public / science politique";"non diffusées";"http://www.juspoliticum.com (06/02/2019)"
