"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Enjeux environnementaux (ENV)";"https://24hduclimat.fr";"1 fois par an";"associations, syndicats et ONG";"environnement / 24H climat / changement climatique";"non diffusées";""
"Enjeux environnementaux (ENV)";"http://adrastia.org";"1 fois par an";"associations, syndicats et ONG";"écologie / collapsologie";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://agenda2030bibfr.wixsite.com/agenda2030bib";"1 fois par an";"acteurs économiques";"politique de l'environnement / développement durable / bibliothèques / changement climatique";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://agriculture.gouv.fr/agriculture-et-foret/projet-agro-ecologique";"1 fois par an";"sites officiels et institutionnels";"ministère / agriculture / agroécologie";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://agriculture.gouv.fr/les-enjeux-environnementaux";"1 fois par an";"sites officiels et institutionnels";"ministère / agriculture / environnement";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://ahpne.fr";"1 fois par an";"associations, syndicats et ONG";"histoire de la protection de la nature et de l'environnement / environnement";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://alivinglibrary.org";"1 fois par an";"expressions littéraires et artistiques";"écologie / écoles / éducation";"non diffusées";"https://alivinglibrary.org/about (01/12/2020)"
"Enjeux environnementaux (ENV)";"https://alternatibamarseille.org";"1 fois par an";"associations, syndicats et ONG";"changement climatique / association Alternatiba Marseille / Marseille (Bouches du Rhône)";"non diffusées";""
"Enjeux environnementaux (ENV)";"http://andeva.over-blog.com";"1 fois par an";"associations, syndicats et ONG";"pollution / aspects sanitaires / amiante / travailleurs exposés";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://anihumain.hypotheses.org";"1 fois par an";"expressions littéraires et artistiques";"biodiversité";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://animots.hypotheses.org";"1 fois par an";"expressions littéraires et artistiques";"Animots / zoopoétique / biodiversité / littérature";"non diffusées";""
"Enjeux environnementaux (ENV)";"http://antitourisme38.over-blog.com";"1 fois par an";"expressions individuelles et communautaires sur l'Internet";"environnement / écologie / transports / tourisme";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://anv-cop21.org";"1 fois par an";"associations, syndicats et ONG";"climat / participation politique / écologisme";"non diffusées";""
"Enjeux environnementaux (ENV)";"http://art-eco.over-blog.com";"1 fois par an";"expressions littéraires et artistiques";"Art'Eco / art / environnement";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://atelierschuteslibres.com";"1 fois par an";"expressions littéraires et artistiques";"atelier Chutes Libres / bois / menuiserie / recyclage / récupération / ateliers partagés";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://atmo-france.org";"1 fois par an";"associations, syndicats et ONG";"pollution / santé / pollution atmosphérique / indice ATMO";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://biodiversite-foret.fr";"1 fois par an";"annuaires, observatoires et analyses";"écologie des forêts / animaux des forêts / plantes des forêts / biodiversité des forêts";"non diffusées";"http://www.biodiversite-foret.fr (29/03/2016) / http://biodiversite-foret.fr (23/03/2017)"
"Enjeux environnementaux (ENV)";"https://biodiversity.europa.eu/countries/france";"1 fois par an";"sites officiels et institutionnels";"Commission européenne / biodiversité";"non diffusées";""
"Enjeux environnementaux (ENV)";"http://biofaune.canalblog.com/archives/lectures/index.html";"1 fois par an";"expressions littéraires et artistiques";"biodiversité / livres / lecture / blogs";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://biosphere.ouvaton.org";"1 fois par an";"expressions individuelles et communautaires sur l'Internet";"écologie";"non diffusées";"https://biosphere.ouvaton.org/blog/ (26/11/2020)"
"Enjeux environnementaux (ENV)";"http://blog.ecologie-politique.eu";"1 fois par an";"expressions individuelles et communautaires sur l'Internet";"écologie";"non diffusées";""
"Enjeux environnementaux (ENV)";"https://bureburebure.info/qu-est-ce-qui-se-passe-a-bure/";"1 fois par an";"expressions individuelles et communautaires sur l'Internet";"nucléaire / collectif / déchets / énergie / pollution / projet cigeo / Bure / Meurthe-et-Moselle / enfouissement des déchets nucléaires";"non diffusées";""
