"Collecte";"URL de départ";"Fréquence";"Thème";"Mots clés";"Informations descriptives complémentaires";"Historique des URL"
"Dépôt légal (DDL)";"http://actions-recherche.bnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"https://aer.eu";"1 fois par an";"publications en série";"périodiques migrés";"non diffusées";"http://aer.eu (17/01/2019)"
"Dépôt légal (DDL)";"https://ahnenslyon.hypotheses.org";"2 fois par an";"culture technologique";"ENS Lyon / DH / Digital Humanities / Atelier des humanités numériques / Humanités numériques";"non diffusées";"https://ahnenslyon.hypotheses.org (18/11/2016) / http://ahnenslyon.hypotheses.org (29/06/2018)"
"Dépôt légal (DDL)";"https://allierrepublique.wordpress.com";"1 fois par an";"publications en série";"périodiques migrés";"non diffusées";"http://www.allier-republique.net (11/07/2012) / http://allierrepublique.wordpress.com (17/01/2019)"
"Dépôt légal (DDL)";"http://alter-editions.org";"1 fois par an";"chaîne du livre";"Édition";"non diffusées";"http://alter-editions.org/collections/ (15/11/2016)"
"Dépôt légal (DDL)";"https://altomator.wordpress.com";"1 fois par an";"culture technologique";"Livre numérique / data mining / fouille de données";"non diffusées";
"Dépôt légal (DDL)";"http://amazonie-production-edition-guyane.com";"1 fois par an";"chaîne du livre";"Littérature guyanaise française / Édition";"non diffusées";"http://amazonie-production-edition-guyane.e-monsite.com (28/03/2014) / http://www.amazonie-production-edition-guyane.com (26/04/2019)"
"Dépôt légal (DDL)";"http://amishuma63.over-blog.com";"1 fois par an";"publications en série";"périodiques migrés";"non diffusées";
"Dépôt légal (DDL)";"https://antiquitebnf.hypotheses.org";"1 fois par mois";"mémoire institutionnelle";"Antiquité, Bibliothèque nationale de France, Réception de l'Antiquité, collections, fouilles / BnF";"non diffusées";"http://antiquitebnf.hypotheses.org (26/07/2018)"
"Dépôt légal (DDL)";"http://apbnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://archivesetmanuscrits.bnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://arsdogmatica.com";"1 fois par mois";"*non classé";"psychanalyse / droit / anthropologie";"non diffusées";
"Dépôt légal (DDL)";"https://asap.hypotheses.org";"1 fois par an";"culture technologique";"Patrimoine né-numérique / nativement numérique / attentats de Paris / Internet studies";"non diffusées";"http://asap.hypotheses.org (17/01/2019)"
"Dépôt légal (DDL)";"http://bibliographienationale.bnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bibnum.bnf.fr";"1 fois par mois";"*non classé";"non renseigné";"non diffusées";
"Dépôt légal (DDL)";"http://bienvenue.paris";"1 fois par an";"culture technologique";"noms de domaine (Internet)";"non diffusées";"http://mondomaine.paris (26/09/2016) / http://bienvenue.paris (26/09/2016) / http://www.bienvenue.paris (26/04/2019)"
"Dépôt légal (DDL)";"https://blockchainfrance.net";"2 fois par an";"culture technologique";"Blockchain";"non diffusées";"http://blockchainfrance.net (25/01/2018)"
"Dépôt légal (DDL)";"http://blog.bnf.fr/babar-harry-potter-et-cie/";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://blog.bnf.fr/diversification%5Fpublics/";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";"http://blog.bnf.fr/diversification_publics (25/01/2019)"
"Dépôt légal (DDL)";"http://blog.bnf.fr/lecteurs/";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://blog.bnf.fr/voix/";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://blog.retronews.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"https://blog.univ-reunion.fr";"1 fois par mois";"*non classé";"non renseigné";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/actes_congres";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/almanach_royal";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/annuaire_telephone";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/articles_en_ligne";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/artiste";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/bibliographies_litterature_francaise";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/biographies";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/catalogue_histoire_de_france";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/catalogues_editeurs";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/chercher_trouver";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/critiques_films";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/developpementdurable";"1 fois par semaine";"mémoire institutionnelle";"développement durable / BnF";"non diffusées";"http://guides.bnf.fr/developpementdurable (22/03/2013)"
"Dépôt légal (DDL)";"http://bnf.libguides.com/didot_bottin";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/documents_inedits_histoire_france";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/droit-films";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/DVD_Blu-ray";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/entreprise";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/europe";"1 fois par semaine";"mémoire institutionnelle";"France / établissements publics / Bibliothèque nationale de France / guide thématique / Europe";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/films-en-ligne";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/francophonie";"1 fois par semaine";"mémoire institutionnelle";"francophonie / bibliothèque nationale de France / BnF";"non diffusées";"http://guides.bnf.fr/francophonie (22/03/2013)"
"Dépôt légal (DDL)";"http://bnf.libguides.com/genealogie";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/jeux-serieux";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/jeux_video";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/manuscrits";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/metiersdulivre";"1 fois par semaine";"mémoire institutionnelle";"Bibliothèque nationale de France / Bibliothèque de l'Arsenalrtail métiers du livrertail / BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/panckoucke";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/presse_francaise";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/publicationsofficielles_france";"1 fois par semaine";"mémoire institutionnelle";"France / établissements publics / Bibliothèque nationale de France / guide thématique / publications officielles / BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/publicationsofficielles_unioneuropeenne";"1 fois par semaine";"mémoire institutionnelle";"France / établissements publics / Bibliothèque nationale de France / guide thématique / Union européenne / publications officielles / BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/recits_de_voyages";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/revues_education";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/signets_economie";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/signets_prisme";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/societesendebats";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/societes_savantes";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/theses_doctorat";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://bnf.libguides.com/webdocumentaires";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"http://books.openedition.org/editionsbnf";"2 fois par an";"*non classé";"non renseigné";"non diffusées";
"Dépôt légal (DDL)";"https://boutique.centrefrance.com/de-boree-011";"1 fois par an";"chaîne du livre";"Édition";"non diffusées";"http://www.deboree.com (26/04/2019)"
"Dépôt légal (DDL)";"http://bp16.bnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"https://candide.bnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"https://cartogallica.hypotheses.org";"1 fois par mois";"mémoire institutionnelle";"comité français de cartographie / blogs / chercheurs / collectif / Cartes et figures du monde / cartographie -- histoire / BnF";"non diffusées";"http://cartogallica.hypotheses.org (26/07/2018)"
"Dépôt légal (DDL)";"https://catalogue.bnf.fr/index.do";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";"http://catalogue.bnf.fr (17/01/2019) / https://catalogue.bnf.fr (16/04/2019)"
"Dépôt légal (DDL)";"https://ccfr.bnf.fr/portailccfr/";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";"https://ccfr.bnf.fr (16/04/2019)"
"Dépôt légal (DDL)";"http://cdip.bnf.fr";"1 fois par mois";"mémoire institutionnelle";"BnF";"non diffusées";
"Dépôt légal (DDL)";"https://centenaire.org/fr";"1 fois par mois";"mémoire institutionnelle";"Grande guerre sur le web";"non diffusées";
