NAME	PREFIXES AS URL	STATUS
Doctolib.fr	http://doctolib.fr http://www.doctolib.fr https://doctolib.fr https://www.doctolib.fr	OUT
Doi.org	http://doi.org http://www.doi.org https://doi.org https://www.doi.org	OUT
Drjscs.gouv.fr	http://drjscs.gouv.fr http://www.drjscs.gouv.fr https://drjscs.gouv.fr https://www.drjscs.gouv.fr	OUT
ec.Europa.eu	http://ec.europa.eu http://www.ec.europa.eu https://ec.europa.eu https://www.ec.europa.eu	UNDECIDED
E-Cancer.fr	http://e-cancer.fr http://www.e-cancer.fr https://e-cancer.fr https://www.e-cancer.fr	UNDECIDED
ecdc.Europa.eu	http://ecdc.europa.eu http://www.ecdc.europa.eu https://ecdc.europa.eu https://www.ecdc.europa.eu	UNDECIDED
Ecologique-Solidaire.gouv.fr	http://ecologique-solidaire.gouv.fr http://www.ecologique-solidaire.gouv.fr https://ecologique-solidaire.gouv.fr https://www.ecologique-solidaire.gouv.fr	UNDECIDED
edition.Cnn.com	http://edition.cnn.com http://www.edition.cnn.com https://edition.cnn.com https://www.edition.cnn.com	UNDECIDED
Education.fr	http://education.fr http://www.education.fr https://education.fr https://www.education.fr	UNDECIDED
Ehesp.fr	http://ehesp.fr http://www.ehesp.fr https://ehesp.fr https://www.ehesp.fr	UNDECIDED
Elysee.fr	http://elysee.fr http://www.elysee.fr https://elysee.fr https://www.elysee.fr	UNDECIDED
Em-Consulte.com	http://em-consulte.com http://www.em-consulte.com https://em-consulte.com https://www.em-consulte.com	UNDECIDED
Emploi.gouv.fr	http://emploi.gouv.fr http://www.emploi.gouv.fr https://emploi.gouv.fr https://www.emploi.gouv.fr	UNDECIDED
en.Wikipedia.org	http://en.wikipedia.org http://www.en.wikipedia.org https://en.wikipedia.org https://www.en.wikipedia.org	OUT
Ens.fr	http://ens.fr http://www.ens.fr https://ens.fr https://www.ens.fr	UNDECIDED
Ens-Lyon.fr	http://ens-lyon.fr http://www.ens-lyon.fr https://ens-lyon.fr https://www.ens-lyon.fr	UNDECIDED
Entreprises.gouv.fr	http://entreprises.gouv.fr http://www.entreprises.gouv.fr https://entreprises.gouv.fr https://www.entreprises.gouv.fr	UNDECIDED
Erebfc.fr	http://erebfc.fr http://www.erebfc.fr https://erebfc.fr https://www.erebfc.fr	UNDECIDED
Esa.int	http://esa.int http://www.esa.int https://esa.int https://www.esa.int	UNDECIDED
Esante.gouv.fr	http://esante.gouv.fr http://www.esante.gouv.fr https://esante.gouv.fr https://www.esante.gouv.fr	UNDECIDED
Espace-Ethique.org	http://espace-ethique.org http://www.espace-ethique.org https://espace-ethique.org https://www.espace-ethique.org	UNDECIDED
Etalab.gouv.fr	http://etalab.gouv.fr http://www.etalab.gouv.fr https://etalab.gouv.fr https://www.etalab.gouv.fr	UNDECIDED
Etudiant.gouv.fr	http://etudiant.gouv.fr http://www.etudiant.gouv.fr https://etudiant.gouv.fr https://www.etudiant.gouv.fr	UNDECIDED
eur-lex.Europa.eu	http://eur-lex.europa.eu http://www.eur-lex.europa.eu https://eur-lex.europa.eu https://www.eur-lex.europa.eu	UNDECIDED
Europa.eu	http://europa.eu http://www.europa.eu https://europa.eu https://www.europa.eu	UNDECIDED
Europe-En-France.gouv.fr	http://europe-en-france.gouv.fr http://www.europe-en-france.gouv.fr https://europe-en-france.gouv.fr https://www.europe-en-france.gouv.fr	UNDECIDED
Facebook.com /policies	http://facebook.com/policies http://www.facebook.com/policies https://facebook.com/policies https://www.facebook.com/policies	OUT
Facebook.com /sharer	http://facebook.com/sharer http://www.facebook.com/sharer https://facebook.com/sharer https://www.facebook.com/sharer	OUT
Fhf.fr	http://fhf.fr http://www.fhf.fr https://fhf.fr https://www.fhf.fr	UNDECIDED
Flickr.com	http://flickr.com http://www.flickr.com https://flickr.com https://www.flickr.com	OUT
Fonction-Publique.gouv.fr	http://fonction-publique.gouv.fr http://www.fonction-publique.gouv.fr https://fonction-publique.gouv.fr https://www.fonction-publique.gouv.fr	UNDECIDED
Forms.gle	http://forms.gle http://www.forms.gle https://forms.gle https://www.forms.gle	OUT
formulaire.Defenseurdesdroits.fr	http://formulaire.defenseurdesdroits.fr http://www.formulaire.defenseurdesdroits.fr https://formulaire.defenseurdesdroits.fr https://www.formulaire.defenseurdesdroits.fr	UNDECIDED
fr.Calameo.com	http://fr.calameo.com http://www.fr.calameo.com https://fr.calameo.com https://www.fr.calameo.com	OUT
fr.Wikipedia.org	http://fr.wikipedia.org http://www.fr.wikipedia.org https://fr.wikipedia.org https://www.fr.wikipedia.org	OUT
France.fr	http://france.fr http://www.france.fr https://france.fr https://www.france.fr	UNDECIDED
Franceagrimer.fr	http://franceagrimer.fr http://www.franceagrimer.fr https://franceagrimer.fr https://www.franceagrimer.fr	UNDECIDED
Franceculture.fr	http://franceculture.fr http://www.franceculture.fr https://franceculture.fr https://www.franceculture.fr	UNDECIDED
Franceinter.fr	http://franceinter.fr http://www.franceinter.fr https://franceinter.fr https://www.franceinter.fr	UNDECIDED
Francetvinfo.fr	http://francetvinfo.fr http://www.francetvinfo.fr https://francetvinfo.fr https://www.francetvinfo.fr	UNDECIDED
Free.fr	http://free.fr http://www.free.fr https://free.fr https://www.free.fr	OUT
Fun-Mooc.fr	http://fun-mooc.fr http://www.fun-mooc.fr https://fun-mooc.fr https://www.fun-mooc.fr	OUT
Futura-Sciences.com	http://futura-sciences.com http://www.futura-sciences.com https://futura-sciences.com https://www.futura-sciences.com	UNDECIDED
gallica.Bnf.fr	http://gallica.bnf.fr http://www.gallica.bnf.fr https://gallica.bnf.fr https://www.gallica.bnf.fr	UNDECIDED
Geoportail.gouv.fr	http://geoportail.gouv.fr http://www.geoportail.gouv.fr https://geoportail.gouv.fr https://www.geoportail.gouv.fr	UNDECIDED
Github.com	http://github.com http://www.github.com https://github.com https://www.github.com	OUT
Google.com	http://google.com http://www.google.com https://google.com https://www.google.com	OUT
Google.fr	http://google.fr http://www.google.fr https://google.fr https://www.google.fr	OUT
Gouvernement.fr	http://gouvernement.fr http://www.gouvernement.fr https://gouvernement.fr https://www.gouvernement.fr	UNDECIDED
hal.Archives-Ouvertes.fr	http://hal.archives-ouvertes.fr http://www.hal.archives-ouvertes.fr https://hal.archives-ouvertes.fr https://www.hal.archives-ouvertes.fr	UNDECIDED
Handicap.gouv.fr	http://handicap.gouv.fr http://www.handicap.gouv.fr https://handicap.gouv.fr https://www.handicap.gouv.fr	UNDECIDED
Harvard.edu	http://harvard.edu http://www.harvard.edu https://harvard.edu https://www.harvard.edu	UNDECIDED
Has-Sante.fr	http://has-sante.fr http://www.has-sante.fr https://has-sante.fr https://www.has-sante.fr	UNDECIDED
Haute-Saone.gouv.fr	http://haute-saone.gouv.fr http://www.haute-saone.gouv.fr https://haute-saone.gouv.fr https://www.haute-saone.gouv.fr	UNDECIDED
Hcsp.fr	http://hcsp.fr http://www.hcsp.fr https://hcsp.fr https://www.hcsp.fr	UNDECIDED
Helloasso.com	http://helloasso.com http://www.helloasso.com https://helloasso.com https://www.helloasso.com	OUT
help.Opera.com	http://help.opera.com http://www.help.opera.com https://help.opera.com https://www.help.opera.com	OUT
help.Twitter.com /fr	http://help.twitter.com/fr http://www.help.twitter.com/fr https://help.twitter.com/fr https://www.help.twitter.com/fr	OUT
Hominides.com	http://hominides.com http://www.hominides.com https://hominides.com https://www.hominides.com	UNDECIDED
Horizon2020.gouv.fr	http://horizon2020.gouv.fr http://www.horizon2020.gouv.fr https://horizon2020.gouv.fr https://www.horizon2020.gouv.fr	UNDECIDED
Huffingtonpost.fr	http://huffingtonpost.fr http://www.huffingtonpost.fr https://huffingtonpost.fr https://www.huffingtonpost.fr	UNDECIDED
Hypotheses.org	http://hypotheses.org http://www.hypotheses.org https://hypotheses.org https://www.hypotheses.org	UNDECIDED
Impots.gouv.fr	http://impots.gouv.fr http://www.impots.gouv.fr https://impots.gouv.fr https://www.impots.gouv.fr	UNDECIDED
Infectiologie.com	http://infectiologie.com http://www.infectiologie.com https://infectiologie.com https://www.infectiologie.com	UNDECIDED
Inra.fr	http://inra.fr http://www.inra.fr https://inra.fr https://www.inra.fr	UNDECIDED
Inria.fr	http://inria.fr http://www.inria.fr https://inria.fr https://www.inria.fr	UNDECIDED
Inrs.fr	http://inrs.fr http://www.inrs.fr https://inrs.fr https://www.inrs.fr	UNDECIDED
Insee.fr	http://insee.fr http://www.insee.fr https://insee.fr https://www.insee.fr	UNDECIDED
Inserm.fr	http://inserm.fr http://www.inserm.fr https://inserm.fr https://www.inserm.fr	UNDECIDED
Instagram.com	http://instagram.com http://www.instagram.com https://instagram.com https://www.instagram.com	OUT
Instituts-Carnot.eu	http://instituts-carnot.eu http://www.instituts-carnot.eu https://instituts-carnot.eu https://www.instituts-carnot.eu	UNDECIDED
Ird.fr	http://ird.fr http://www.ird.fr https://ird.fr https://www.ird.fr	UNDECIDED
Irsn.fr	http://irsn.fr http://www.irsn.fr https://irsn.fr https://www.irsn.fr	UNDECIDED
itunes.Apple.com	http://itunes.apple.com http://www.itunes.apple.com https://itunes.apple.com https://www.itunes.apple.com	OUT
Jamanetwork.com	http://jamanetwork.com http://www.jamanetwork.com https://jamanetwork.com https://www.jamanetwork.com	OUT
jcm.Asm.org	http://jcm.asm.org http://www.jcm.asm.org https://jcm.asm.org https://www.jcm.asm.org	UNDECIDED
Jle.com	http://jle.com http://www.jle.com https://jle.com https://www.jle.com	UNDECIDED
Journal-Officiel.gouv.fr	http://journal-officiel.gouv.fr http://www.journal-officiel.gouv.fr https://journal-officiel.gouv.fr https://www.journal-officiel.gouv.fr	UNDECIDED
journals.Openedition.org	http://journals.openedition.org http://www.journals.openedition.org https://journals.openedition.org https://www.journals.openedition.org	UNDECIDED
journals.Plos.org	http://journals.plos.org http://www.journals.plos.org https://journals.plos.org https://www.journals.plos.org	OUT
Jouve.com	http://jouve.com http://www.jouve.com https://jouve.com https://www.jouve.com	OUT
jstage.Jst.go.jp	http://jstage.jst.go.jp http://www.jstage.jst.go.jp https://jstage.jst.go.jp https://www.jstage.jst.go.jp	UNDECIDED
La-Croix.com	http://la-croix.com http://www.la-croix.com https://la-croix.com https://www.la-croix.com	UNDECIDED
Ladocumentationfrancaise.fr	http://ladocumentationfrancaise.fr http://www.ladocumentationfrancaise.fr https://ladocumentationfrancaise.fr https://www.ladocumentationfrancaise.fr	UNDECIDED
Laposte.fr	http://laposte.fr http://www.laposte.fr https://laposte.fr https://www.laposte.fr	OUT
Larecherche.fr	http://larecherche.fr http://www.larecherche.fr https://larecherche.fr https://www.larecherche.fr	UNDECIDED
Laventureduvivant.fr	http://laventureduvivant.fr http://www.laventureduvivant.fr https://laventureduvivant.fr https://www.laventureduvivant.fr	UNDECIDED
Laviedesidees.fr	http://laviedesidees.fr http://www.laviedesidees.fr https://laviedesidees.fr https://www.laviedesidees.fr	UNDECIDED
Lavoixdunord.fr	http://lavoixdunord.fr http://www.lavoixdunord.fr https://lavoixdunord.fr https://www.lavoixdunord.fr	UNDECIDED
Lefigaro.fr	http://lefigaro.fr http://www.lefigaro.fr https://lefigaro.fr https://www.lefigaro.fr	UNDECIDED
Legifrance.gouv.fr	http://legifrance.gouv.fr http://www.legifrance.gouv.fr https://legifrance.gouv.fr https://www.legifrance.gouv.fr	UNDECIDED
Lemonde.fr	http://lemonde.fr http://www.lemonde.fr https://lemonde.fr https://www.lemonde.fr	UNDECIDED
Leparisien.fr	http://leparisien.fr http://www.leparisien.fr https://leparisien.fr https://www.leparisien.fr	UNDECIDED
Lepoint.fr	http://lepoint.fr http://www.lepoint.fr https://lepoint.fr https://www.lepoint.fr	UNDECIDED
Lesechos.fr	http://lesechos.fr http://www.lesechos.fr https://lesechos.fr https://www.lesechos.fr	UNDECIDED
Letemps.ch	http://letemps.ch http://www.letemps.ch https://letemps.ch https://www.letemps.ch	UNDECIDED
Lexpress.fr	http://lexpress.fr http://www.lexpress.fr https://lexpress.fr https://www.lexpress.fr	UNDECIDED
Liberation.fr	http://liberation.fr http://www.liberation.fr https://liberation.fr https://www.liberation.fr	UNDECIDED
link.Springer.com	http://link.springer.com http://www.link.springer.com https://link.springer.com https://www.link.springer.com	UNDECIDED
Maladiecoronavirus.fr	http://maladiecoronavirus.fr http://www.maladiecoronavirus.fr https://maladiecoronavirus.fr https://www.maladiecoronavirus.fr	UNDECIDED
Marches-Publics.gouv.fr	http://marches-publics.gouv.fr http://www.marches-publics.gouv.fr https://marches-publics.gouv.fr https://www.marches-publics.gouv.fr	UNDECIDED
Marianne.net	http://marianne.net http://www.marianne.net https://marianne.net https://www.marianne.net	UNDECIDED
Mediapart.fr	http://mediapart.fr http://www.mediapart.fr https://mediapart.fr https://www.mediapart.fr	UNDECIDED
Medium.com	http://medium.com http://www.medium.com https://medium.com https://www.medium.com	OUT
Medrxiv.org	http://medrxiv.org http://www.medrxiv.org https://medrxiv.org https://www.medrxiv.org	UNDECIDED
Menace-Theoriste.fr	http://menace-theoriste.fr http://www.menace-theoriste.fr https://menace-theoriste.fr https://www.menace-theoriste.fr	UNDECIDED
Microsoft.com	http://microsoft.com http://www.microsoft.com https://microsoft.com https://www.microsoft.com	OUT
Mit.edu	http://mit.edu http://www.mit.edu https://mit.edu https://www.mit.edu	UNDECIDED
mobile.Twitter.com /i	http://mobile.twitter.com/i http://www.mobile.twitter.com/i https://mobile.twitter.com/i https://www.mobile.twitter.com/i	OUT
Modernisation.gouv.fr	http://modernisation.gouv.fr http://www.modernisation.gouv.fr https://modernisation.gouv.fr https://www.modernisation.gouv.fr	UNDECIDED
Mozilla.org	http://mozilla.org http://www.mozilla.org https://mozilla.org https://www.mozilla.org	OUT
Msa.fr	http://msa.fr http://www.msa.fr https://msa.fr https://www.msa.fr	UNDECIDED
Nasa.gov	http://nasa.gov http://www.nasa.gov https://nasa.gov https://www.nasa.gov	UNDECIDED
Nature.com	http://nature.com http://www.nature.com https://nature.com https://www.nature.com	UNDECIDED
ncbi.nlm.Nih.gov	http://ncbi.nlm.nih.gov http://www.ncbi.nlm.nih.gov https://ncbi.nlm.nih.gov https://www.ncbi.nlm.nih.gov	UNDECIDED
Nejm.org	http://nejm.org http://www.nejm.org https://nejm.org https://www.nejm.org	UNDECIDED
Nextstrain.org	http://nextstrain.org http://www.nextstrain.org https://nextstrain.org https://www.nextstrain.org	UNDECIDED
Nih.gov	http://nih.gov http://www.nih.gov https://nih.gov https://www.nih.gov	UNDECIDED
Nouvelobs.com	http://nouvelobs.com http://www.nouvelobs.com https://nouvelobs.com https://www.nouvelobs.com	UNDECIDED
Numerique.gouv.fr	http://numerique.gouv.fr http://www.numerique.gouv.fr https://numerique.gouv.fr https://www.numerique.gouv.fr	UNDECIDED
Nytimes.com	http://nytimes.com http://www.nytimes.com https://nytimes.com https://www.nytimes.com	UNDECIDED
onlinelibrary.Wiley.com	http://onlinelibrary.wiley.com http://www.onlinelibrary.wiley.com https://onlinelibrary.wiley.com https://www.onlinelibrary.wiley.com	UNDECIDED
Openedition.org	http://openedition.org http://www.openedition.org https://openedition.org https://www.openedition.org	OUT
Opera.com	http://opera.com http://www.opera.com https://opera.com https://www.opera.com	OUT
Orange.fr	http://orange.fr http://www.orange.fr https://orange.fr https://www.orange.fr	OUT
Ouest-France.fr	http://ouest-france.fr http://www.ouest-france.fr https://ouest-france.fr https://www.ouest-france.fr	UNDECIDED
Oup.com	http://oup.com http://www.oup.com https://oup.com https://www.oup.com	UNDECIDED
Parisdescartes.fr	http://parisdescartes.fr http://www.parisdescartes.fr https://parisdescartes.fr https://www.parisdescartes.fr	UNDECIDED
Performance-Publique.gouv.fr	http://performance-publique.gouv.fr http://www.performance-publique.gouv.fr https://performance-publique.gouv.fr https://www.performance-publique.gouv.fr	UNDECIDED
Place-Emploi-Public.gouv.fr	http://place-emploi-public.gouv.fr http://www.place-emploi-public.gouv.fr https://place-emploi-public.gouv.fr https://www.place-emploi-public.gouv.fr	UNDECIDED
Plos.org	http://plos.org http://www.plos.org https://plos.org https://www.plos.org	UNDECIDED
plus.Transformation.gouv.fr	http://plus.transformation.gouv.fr http://www.plus.transformation.gouv.fr https://plus.transformation.gouv.fr https://www.plus.transformation.gouv.fr	UNDECIDED
Pnas.org	http://pnas.org http://www.pnas.org https://pnas.org https://www.pnas.org	UNDECIDED
Pole-Emploi.fr	http://pole-emploi.fr http://www.pole-emploi.fr https://pole-emploi.fr https://www.pole-emploi.fr	UNDECIDED
Prefectures-Regions.gouv.fr	http://prefectures-regions.gouv.fr http://www.prefectures-regions.gouv.fr https://prefectures-regions.gouv.fr https://www.prefectures-regions.gouv.fr	UNDECIDED
presse.Inserm.fr	http://presse.inserm.fr http://www.presse.inserm.fr https://presse.inserm.fr https://www.presse.inserm.fr	UNDECIDED
Proofpoint.com	http://proofpoint.com http://www.proofpoint.com https://proofpoint.com https://www.proofpoint.com	OUT
pubmed.ncbi.nlm.Nih.gov	http://pubmed.ncbi.nlm.nih.gov http://www.pubmed.ncbi.nlm.nih.gov https://pubmed.ncbi.nlm.nih.gov https://www.pubmed.ncbi.nlm.nih.gov	UNDECIDED
rappel.Conso.gouv.fr	http://rappel.conso.gouv.fr http://www.rappel.conso.gouv.fr https://rappel.conso.gouv.fr https://www.rappel.conso.gouv.fr	UNDECIDED
reacting.Inserm.fr	http://reacting.inserm.fr http://www.reacting.inserm.fr https://reacting.inserm.fr https://www.reacting.inserm.fr	UNDECIDED
Renfort-Covid.fr	http://renfort-covid.fr http://www.renfort-covid.fr https://renfort-covid.fr https://www.renfort-covid.fr	UNDECIDED
Researchgate.net	http://researchgate.net http://www.researchgate.net https://researchgate.net https://www.researchgate.net	UNDECIDED
Reseau-Canope.fr	http://reseau-canope.fr http://www.reseau-canope.fr https://reseau-canope.fr https://www.reseau-canope.fr	UNDECIDED
Rfcrpv.fr	http://rfcrpv.fr http://www.rfcrpv.fr https://rfcrpv.fr https://www.rfcrpv.fr	UNDECIDED
Rfi.fr	http://rfi.fr http://www.rfi.fr https://rfi.fr https://www.rfi.fr	UNDECIDED
Sante.gouv.fr	http://sante.gouv.fr http://www.sante.gouv.fr https://sante.gouv.fr https://www.sante.gouv.fr	UNDECIDED
Santepubliquefrance.fr	http://santepubliquefrance.fr http://www.santepubliquefrance.fr https://santepubliquefrance.fr https://www.santepubliquefrance.fr	UNDECIDED
Saude.gov.br	http://saude.gov.br http://www.saude.gov.br https://saude.gov.br https://www.saude.gov.br	OUT
Science.org	http://science.org http://www.science.org https://science.org https://www.science.org	UNDECIDED
Sciencedirect.com	http://sciencedirect.com http://www.sciencedirect.com https://sciencedirect.com https://www.sciencedirect.com	UNDECIDED
Sciencemag.org	http://sciencemag.org http://www.sciencemag.org https://sciencemag.org https://www.sciencemag.org	UNDECIDED
Sciencesconf.org	http://sciencesconf.org http://www.sciencesconf.org https://sciencesconf.org https://www.sciencesconf.org	UNDECIDED
Sciencesetavenir.fr	http://sciencesetavenir.fr http://www.sciencesetavenir.fr https://sciencesetavenir.fr https://www.sciencesetavenir.fr	UNDECIDED
Scientificamerican.com	http://scientificamerican.com http://www.scientificamerican.com https://scientificamerican.com https://www.scientificamerican.com	UNDECIDED
Scoop.it	http://scoop.it http://www.scoop.it https://scoop.it https://www.scoop.it	OUT
Senat.fr	http://senat.fr http://www.senat.fr https://senat.fr https://www.senat.fr	UNDECIDED
Service-Public.fr	http://service-public.fr http://www.service-public.fr https://service-public.fr https://www.service-public.fr	UNDECIDED
Sfar.org	http://sfar.org http://www.sfar.org https://sfar.org https://www.sfar.org	UNDECIDED
Sfpt-Fr.org	http://sfpt-fr.org http://www.sfpt-fr.org https://sfpt-fr.org https://www.sfpt-fr.org	UNDECIDED
