"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","START PAGES","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","OUTDEGREE","NEIGHBOORS COUNT","TOTAL KNOWN PAGES","CRAWLED PAGES","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","Crawl Source (TAGS)","forme éditoriale (TAGS)","acteur (TAGS)","mergedWebEntities (TECHNICAL INFO)","recrawlNeeded (TECHNICAL INFO)"
"133","Antoineleaument.fr","IN","http://antoineleaument.fr http://www.antoineleaument.fr https://antoineleaument.fr https://www.antoineleaument.fr","s:https|h:fr|h:antoineleaument| s:https|h:fr|h:antoineleaument|h:www| s:http|h:fr|h:antoineleaument| s:http|h:fr|h:antoineleaument|h:www|","http://antoineleaument.fr","http://antoineleaument.fr http://www.antoineleaument.fr https://antoineleaument.fr https://www.antoineleaument.fr","true","FINISHED","FINISHED","2","0","2","12","0","1649154152171","2022-04-05T10:22:32.171Z","1649170117439","2022-04-05T14:48:37.439Z","archivesinternet.bnf.fr","site","professionnel de la politique","",""
"75","Jean-Luc-Melenchon.fr","IN","http://jean-luc-melenchon.fr http://www.jean-luc-melenchon.fr https://jean-luc-melenchon.fr https://www.jean-luc-melenchon.fr","s:https|h:fr|h:jean-luc-melenchon| s:https|h:fr|h:jean-luc-melenchon|h:www| s:http|h:fr|h:jean-luc-melenchon| s:http|h:fr|h:jean-luc-melenchon|h:www|","http://europe.jean-luc-melenchon.fr","http://europe.jean-luc-melenchon.fr http://jean-luc-melenchon.fr http://www.jean-luc-melenchon.fr http://www.jean-luc-melenchon.fr/?p=585 http://www.jean-luc-melenchon.fr/brochures/humain_dabord.pdf https://jean-luc-melenchon.fr https://www.jean-luc-melenchon.fr","true","FINISHED","FINISHED","19","46","63","2931","257","1649154152171","2022-04-05T10:22:32.171Z","1649170172630","2022-04-05T14:49:32.630Z","archivesinternet.bnf.fr","site","candidat","",""
"86","Melenchon.fr","IN","http://melenchon.fr http://www.melenchon.fr https://melenchon.fr https://www.melenchon.fr","s:https|h:fr|h:melenchon| s:https|h:fr|h:melenchon|h:www| s:http|h:fr|h:melenchon| s:http|h:fr|h:melenchon|h:www|","http://melenchon.fr","http://melenchon.fr http://www.melenchon.fr https://melenchon.fr https://www.melenchon.fr","true","FINISHED","FINISHED","21","310","313","3339","776","1649154152171","2022-04-05T10:22:32.171Z","1649170526087","2022-04-05T14:55:26.087Z","archivesinternet.bnf.fr","site","candidat","",""
"125","Ensemble-Fdg.org","IN","http://ensemble-fdg.org http://www.ensemble-fdg.org https://ensemble-fdg.org https://www.ensemble-fdg.org","s:https|h:org|h:ensemble-fdg| s:https|h:org|h:ensemble-fdg|h:www| s:http|h:org|h:ensemble-fdg| s:http|h:org|h:ensemble-fdg|h:www|","http://www.ensemble-fdg.org","http://ensemble-fdg.org http://www.ensemble-fdg.org http://www.ensemble-fdg.org/content/communique-du-collectif-national-densemble-des-19-et-20-novembre-2016 https://ensemble-fdg.org https://www.ensemble-fdg.org","true","FINISHED","FINISHED","8","687","690","10505","2863","1649154152172","2022-04-05T10:22:32.172Z","1649170667591","2022-04-05T14:57:47.591Z","archivesinternet.bnf.fr","site","formation politique","",""
"138","Marxiste.org","IN","http://marxiste.org http://www.marxiste.org https://marxiste.org https://www.marxiste.org","s:https|h:org|h:marxiste| s:https|h:org|h:marxiste|h:www| s:http|h:org|h:marxiste| s:http|h:org|h:marxiste|h:www|","http://www.marxiste.org/soutenez-nous","http://marxiste.org http://www.marxiste.org https://marxiste.org https://www.marxiste.org","true","FINISHED","FINISHED","3","248","250","12706","3490","1649154155636","2022-04-05T10:22:35.636Z","1649170988515","2022-04-05T15:03:08.515Z","archivesinternet.bnf.fr","blog","formation politique","",""
"139","Youtube.com /.../PlaceauPeuple","IN","http://www.youtube.com/user/PlaceauPeuple http://youtube.com/user/PlaceauPeuple https://www.youtube.com/user/PlaceauPeuple https://youtube.com/user/PlaceauPeuple","s:https|h:com|h:youtube|h:www|p:user|p:PlaceauPeuple| s:https|h:com|h:youtube|p:user|p:PlaceauPeuple| s:http|h:com|h:youtube|h:www|p:user|p:PlaceauPeuple| s:http|h:com|h:youtube|p:user|p:PlaceauPeuple|","http://www.youtube.com/user/PlaceauPeuple","http://www.youtube.com/user/PlaceauPeuple http://youtube.com/user/PlaceauPeuple https://www.youtube.com/user/PlaceauPeuple https://youtube.com/user/PlaceauPeuple","true","FINISHED","FINISHED","9","35","41","22","20","1649154155636","2022-04-05T10:22:35.636Z","1649344397879","2022-04-07T15:13:17.879Z","archivesinternet.bnf.fr","réseau social","campagne","",""
"143","Jlm2017.fr","IN","http://jlm2017.fr http://www.jlm2017.fr https://jlm2017.fr https://www.jlm2017.fr","s:https|h:fr|h:jlm2017| s:https|h:fr|h:jlm2017|h:www| s:http|h:fr|h:jlm2017| s:http|h:fr|h:jlm2017|h:www|","http://www.jlm2017.fr","http://dons.jlm2017.fr http://jlm2017.fr http://www.jlm2017.fr http://www.jlm2017.fr/carte https://jlm2017.fr https://www.jlm2017.fr","true","FINISHED","FINISHED","18","27","38","474","139","1649154155636","2022-04-05T10:22:35.636Z","1649170172634","2022-04-05T14:49:32.634Z","archivesinternet.bnf.fr","site","candidat","",""
"144","Insoumis.online","IN","http://insoumis.online http://www.insoumis.online https://insoumis.online https://www.insoumis.online","s:https|h:online|h:insoumis| s:https|h:online|h:insoumis|h:www| s:http|h:online|h:insoumis| s:http|h:online|h:insoumis|h:www|","http://tribune.insoumis.online","http://discord.insoumis.online http://insoumis.online http://www.insoumis.online https://insoumis.online https://www.insoumis.online","true","FINISHED","FINISHED","2","40","41","174","21","1649154155636","2022-04-05T10:22:35.636Z","1649170807901","2022-04-05T15:00:07.901Z","archivesinternet.bnf.fr","réseau social","militant","",""
"151","Laec.fr","IN","http://laec.fr http://www.laec.fr https://laec.fr https://www.laec.fr","s:https|h:fr|h:laec| s:https|h:fr|h:laec|h:www| s:http|h:fr|h:laec| s:http|h:fr|h:laec|h:www|","http://laec.fr","http://laec.fr http://www.laec.fr https://laec.fr https://www.laec.fr","true","FINISHED","FINISHED","7","0","7","12","2","1649154155636","2022-04-05T10:22:35.636Z","1649170829951","2022-04-05T15:00:29.951Z","archivesinternet.bnf.fr","site","campagne","",""
"152","Gaucherevolutionnaire.fr","IN","http://gaucherevolutionnaire.fr http://www.gaucherevolutionnaire.fr https://gaucherevolutionnaire.fr https://www.gaucherevolutionnaire.fr","s:https|h:fr|h:gaucherevolutionnaire| s:https|h:fr|h:gaucherevolutionnaire|h:www| s:http|h:fr|h:gaucherevolutionnaire| s:http|h:fr|h:gaucherevolutionnaire|h:www|","http://www.gaucherevolutionnaire.fr","http://gaucherevolutionnaire.fr http://www.gaucherevolutionnaire.fr http://www.gaucherevolutionnaire.fr/contre-fillon-le-ps-et-le-fn-votons-melenchon/ https://gaucherevolutionnaire.fr https://www.gaucherevolutionnaire.fr","true","FINISHED","FINISHED","1","28","29","1466","722","1649154155636","2022-04-05T10:22:35.636Z","1649170501834","2022-04-05T14:55:01.834Z","archivesinternet.bnf.fr","site","formation politique","",""
"153","Initiative-Communiste.fr","IN","http://initiative-communiste.fr http://www.initiative-communiste.fr https://initiative-communiste.fr https://www.initiative-communiste.fr","s:https|h:fr|h:initiative-communiste| s:https|h:fr|h:initiative-communiste|h:www| s:http|h:fr|h:initiative-communiste| s:http|h:fr|h:initiative-communiste|h:www|","http://www.initiative-communiste.fr","http://initiative-communiste.fr http://www.initiative-communiste.fr https://initiative-communiste.fr https://www.initiative-communiste.fr","false","CANCELED","FINISHED","2","2251","2251","58495","14612","1649154155636","2022-04-05T10:22:35.636Z","1649239904561","2022-04-06T10:11:44.561Z","archivesinternet.bnf.fr","site","formation politique","",""
"156","fraternitecitoyenne.Blog4Ever.com","IN","http://fraternitecitoyenne.blog4ever.com http://www.fraternitecitoyenne.blog4ever.com https://fraternitecitoyenne.blog4ever.com https://www.fraternitecitoyenne.blog4ever.com","s:https|h:com|h:blog4ever|h:fraternitecitoyenne| s:https|h:com|h:blog4ever|h:fraternitecitoyenne|h:www| s:http|h:com|h:blog4ever|h:fraternitecitoyenne| s:http|h:com|h:blog4ever|h:fraternitecitoyenne|h:www|","http://fraternitecitoyenne.blog4ever.com","http://fraternitecitoyenne.blog4ever.com http://fraternitecitoyenne.blog4ever.com/communique-de-presse-du-141116-fraternite-citoyenne-rejoint-la-france-insoumise-le-peuple-souverain-de-jean-luc-melenchon-marc-jutier-president-de-fc-propose-sa-candidature-aux-legislatives-pour-la-4e-circonscription-de-dordogne http://www.fraternitecitoyenne.blog4ever.com https://fraternitecitoyenne.blog4ever.com https://www.fraternitecitoyenne.blog4ever.com","true","FINISHED","FINISHED","0","4","4","58","52","1649161290029","2022-04-05T12:21:30.029Z","1649171027620","2022-04-05T15:03:47.620Z","archivesinternet.bnf.fr","blog","association","",""
"168","Communistesunitaires.net","IN","http://communistesunitaires.net http://www.communistesunitaires.net https://communistesunitaires.net https://www.communistesunitaires.net","s:https|h:net|h:communistesunitaires| s:https|h:net|h:communistesunitaires|h:www| s:http|h:net|h:communistesunitaires| s:http|h:net|h:communistesunitaires|h:www|","http://www.communistesunitaires.net","http://communistesunitaires.net http://www.communistesunitaires.net http://www.communistesunitaires.net/evenements/lassemblee https://communistesunitaires.net https://www.communistesunitaires.net","true","FINISHED","FINISHED","4","114","117","704","94","1649164938424","2022-04-05T13:22:18.424Z","1649322338425","2022-04-07T09:05:38.425Z","archivesinternet.bnf.fr","site","formation politique","",""
"173","Clementineautain.fr","IN","http://clementineautain.fr http://www.clementineautain.fr https://clementineautain.fr https://www.clementineautain.fr","s:https|h:fr|h:clementineautain| s:https|h:fr|h:clementineautain|h:www| s:http|h:fr|h:clementineautain| s:http|h:fr|h:clementineautain|h:www|","http://clementineautain.fr","http://clementineautain.fr http://www.clementineautain.fr https://clementineautain.fr https://www.clementineautain.fr","true","FINISHED","FINISHED","4","0","4","2","2","1649164938424","2022-04-05T13:22:18.424Z","1649322675553","2022-04-07T09:11:15.553Z","archivesinternet.bnf.fr","site","professionnel de la politique","",""
"193","Etudiants-Communistes.org","IN","http://etudiants-communistes.org http://www.etudiants-communistes.org https://etudiants-communistes.org https://www.etudiants-communistes.org","s:https|h:org|h:etudiants-communistes| s:https|h:org|h:etudiants-communistes|h:www| s:http|h:org|h:etudiants-communistes| s:http|h:org|h:etudiants-communistes|h:www|","http://www.etudiants-communistes.org","http://etudiants-communistes.org http://www.etudiants-communistes.org http://www.etudiants-communistes.org/Le-8-mars-tous-mobilises-pour-la http://www.etudiants-communistes.org/Les-etudiants-ont-soif-de http://www.etudiants-communistes.org/Universites-quel-bilan-du https://etudiants-communistes.org https://www.etudiants-communistes.org","true","FINISHED","FINISHED","5","19","23","317","67","1649164965511","2022-04-05T13:22:45.511Z","1649322458677","2022-04-07T09:07:38.677Z","archivesinternet.bnf.fr","site","formation politique","",""
"197","Frontdegauche.fr","IN","http://frontdegauche.fr http://www.frontdegauche.fr https://frontdegauche.fr https://www.frontdegauche.fr","s:https|h:fr|h:frontdegauche| s:https|h:fr|h:frontdegauche|h:www| s:http|h:fr|h:frontdegauche| s:http|h:fr|h:frontdegauche|h:www|","http://www.frontdegauche.fr","http://ecfg2013.frontdegauche.fr http://feministe.appels.frontdegauche.fr http://frontdegauche.fr http://www.frontdegauche.fr https://frontdegauche.fr https://www.frontdegauche.fr","true","FINISHED","FINISHED","4","22","25","393","50","1649164965511","2022-04-05T13:22:45.511Z","1649322710939","2022-04-07T09:11:50.939Z","archivesinternet.bnf.fr","site","formation politique","",""
"198","Jeunes-Communistes.org","IN","http://jeunes-communistes.org http://www.jeunes-communistes.org https://jeunes-communistes.org https://www.jeunes-communistes.org","s:https|h:org|h:jeunes-communistes| s:https|h:org|h:jeunes-communistes|h:www| s:http|h:org|h:jeunes-communistes| s:http|h:org|h:jeunes-communistes|h:www|","http://www.jeunes-communistes.org","http://44.jeunes-communistes.org http://jeunes-communistes.org http://www.93.jeunes-communistes.org http://www.jeunes-communistes.org http://www.jeunes-communistes.org/Les-jeunes-ne-paieront-pas-la https://jeunes-communistes.org https://www.jeunes-communistes.org","true","FINISHED","FINISHED","5","84","87","2237","667","1649164965511","2022-04-05T13:22:45.511Z","1649254751916","2022-04-06T14:19:11.916Z","archivesinternet.bnf.fr","site","formation politique","",""
"203","Pcf-Gresivaudan.blogspot.fr","IN","http://pcf-gresivaudan.blogspot.com http://pcf-gresivaudan.blogspot.fr http://www.pcf-gresivaudan.blogspot.com http://www.pcf-gresivaudan.blogspot.fr https://pcf-gresivaudan.blogspot.com https://pcf-gresivaudan.blogspot.fr https://www.pcf-gresivaudan.blogspot.com https://www.pcf-gresivaudan.blogspot.fr","s:https|h:blogspot.com|h:pcf-gresivaudan| s:https|h:blogspot.com|h:pcf-gresivaudan|h:www| s:https|h:blogspot.fr|h:pcf-gresivaudan| s:https|h:blogspot.fr|h:pcf-gresivaudan|h:www| s:http|h:blogspot.com|h:pcf-gresivaudan| s:http|h:blogspot.com|h:pcf-gresivaudan|h:www| s:http|h:blogspot.fr|h:pcf-gresivaudan| s:http|h:blogspot.fr|h:pcf-gresivaudan|h:www|","http://pcf-gresivaudan.blogspot.fr","http://pcf-gresivaudan.blogspot.com http://pcf-gresivaudan.blogspot.fr http://www.pcf-gresivaudan.blogspot.com https://pcf-gresivaudan.blogspot.com https://www.pcf-gresivaudan.blogspot.com","true","FINISHED","FINISHED","0","518","518","10023","4002","1649164974022","2022-04-05T13:22:54.022Z","1649254403224","2022-04-06T14:13:23.224Z","archivesinternet.bnf.fr","site","formation politique","52: Pcf-Gresivaudan.blogspot.com (IN)","true"
"206","Groupe-Crc.org","IN","http://groupe-crc.org http://www.groupe-crc.org https://groupe-crc.org https://www.groupe-crc.org","s:https|h:org|h:groupe-crc| s:https|h:org|h:groupe-crc|h:www| s:http|h:org|h:groupe-crc| s:http|h:org|h:groupe-crc|h:www|","http://www.groupe-crc.org","http://groupe-crc.org http://www.groupe-crc.org http://www.groupe-crc.org/Reserve-parlementaire-Michel%2C8241.html http://www.groupe-crc.org/Un-nouveau-scandale-sanitaire-doit.html http://www.groupe-crc.org/Un-projet-beaucoup-trop-timide.html http://www.groupe-crc.org/Un-texte-toujours-aussi.html https://groupe-crc.org https://www.groupe-crc.org","false","CANCELED","FINISHED","6","59","62","31317","3011","1649164974022","2022-04-05T13:22:54.022Z","1649321558708","2022-04-07T08:52:38.708Z","archivesinternet.bnf.fr","site","formation politique","",""
"211","Pierrelaurent.org","IN","http://pierrelaurent.org http://www.pierrelaurent.org https://pierrelaurent.org https://www.pierrelaurent.org","s:https|h:org|h:pierrelaurent| s:https|h:org|h:pierrelaurent|h:www| s:http|h:org|h:pierrelaurent| s:http|h:org|h:pierrelaurent|h:www|","http://www.pierrelaurent.org","http://pierrelaurent.org http://www.pierrelaurent.org http://www.pierrelaurent.org/adresse-aux-salaries-de-lenergie/ http://www.pierrelaurent.org/nous-entrons-un-paysage-politique-que-lon-na-pas-connu-depuis-des-decennies/ http://www.pierrelaurent.org/suite-au-ralliement-de-valls-a-macron/ http://www.pierrelaurent.org/trump-alimente-lescalade-militaire/ https://pierrelaurent.org https://www.pierrelaurent.org","true","FINISHED","FINISHED","6","19","22","170","33","1649164974022","2022-04-05T13:22:54.022Z","1649321627880","2022-04-07T08:53:47.880Z","archivesinternet.bnf.fr","site","professionnel de la politique","",""
"217","Guengl.eu","IN","http://guengl.eu http://www.guengl.eu https://guengl.eu https://www.guengl.eu","s:https|h:eu|h:guengl| s:https|h:eu|h:guengl|h:www| s:http|h:eu|h:guengl| s:http|h:eu|h:guengl|h:www|","http://www.guengl.eu","http://guengl.eu http://www.guengl.eu http://www.guengl.eu/showPage.jsp?ID=1&DID=null&ISSUE=0&M=-1&Y=-1&GALLERY=null&SEARCH=0 http://www.guengl.eu/showPage.php?ID=1&LANG=2 http://www.guengl.eu/showPage.php?ID=9850&LANG=2&FORCELANG=1 http://www.guengl.eu/showPage.php?ID=9856&LANG=2&FORCELANG=1 https://guengl.eu https://www.guengl.eu","true","FINISHED","FINISHED","6","75","79","4639","1077","1649164974022","2022-04-05T13:22:54.022Z","1649255099451","2022-04-06T14:24:59.451Z","archivesinternet.bnf.fr","site","formation politique","",""
"226","Republiqueetsocialisme.fr","IN","http://republiqueetsocialisme.fr http://www.republiqueetsocialisme.fr https://republiqueetsocialisme.fr https://www.republiqueetsocialisme.fr","s:https|h:fr|h:republiqueetsocialisme| s:https|h:fr|h:republiqueetsocialisme|h:www| s:http|h:fr|h:republiqueetsocialisme| s:http|h:fr|h:republiqueetsocialisme|h:www|","http://www.republiqueetsocialisme.fr","","false","UNCRAWLED","UNINDEXED","3","0","3","1","0","1649164990662","2022-04-05T13:23:10.662Z","1649341395182","2022-04-07T14:23:15.182Z","archivesinternet.bnf.fr","site","formation politique","",""
"241","Twitter.com /LePG","IN","http://twitter.com/LePG http://www.twitter.com/LePG https://twitter.com/LePG https://www.twitter.com/LePG","s:https|h:com|h:twitter|h:www|p:LePG| s:https|h:com|h:twitter|p:LePG| s:http|h:com|h:twitter|h:www|p:LePG| s:http|h:com|h:twitter|p:LePG|","http://twitter.com/LePG","http://twitter.com/LePG http://twitter.com/LePG/statuses/855408129949020160 http://twitter.com/LePG/statuses/855447823600553985 http://twitter.com/LePG/statuses/855447925865971713 http://twitter.com/LePG/statuses/861525953863962628 http://www.twitter.com/LePG https://twitter.com/LePG https://www.twitter.com/LePG","true","FINISHED","FINISHED","10","49","54","482","163","1649164995204","2022-04-05T13:23:15.204Z","1649322983963","2022-04-07T09:16:23.963Z","archivesinternet.bnf.fr","réseau social","formation politique","",""
"242","Alexis-Corbiere.com","IN","http://alexis-corbiere.com http://www.alexis-corbiere.com https://alexis-corbiere.com https://www.alexis-corbiere.com","s:https|h:com|h:alexis-corbiere| s:https|h:com|h:alexis-corbiere|h:www| s:http|h:com|h:alexis-corbiere| s:http|h:com|h:alexis-corbiere|h:www|","http://alexis-corbiere.com","http://alexis-corbiere.com http://www.alexis-corbiere.com https://alexis-corbiere.com https://www.alexis-corbiere.com","true","FINISHED","FINISHED","4","120","121","1236","113","1649164995204","2022-04-05T13:23:15.204Z","1649254518179","2022-04-06T14:15:18.179Z","archivesinternet.bnf.fr","site","professionnel de la politique","",""
